
Model Run System Date and Time: Tue 10-Jan-2012 16:52:45

Scenario,Replicate,ModelDate,getReachSymbol,getSpecies,getAgeSymbol,Count,MeanLength,TotalWeight,MeanWeight
1,1,10/01/1999,ExampleSmallSite,Cutthroat,Age0,265,7.003531,1163.274498,4.389715
1,1,10/01/1999,ExampleSmallSite,Cutthroat,Age1,17,12.251833,368.933874,21.701993
1,1,10/01/1999,ExampleSmallSite,Cutthroat,Age2,3,14.922121,119.755578,39.918526
1,1,10/01/1999,ExampleSmallSite,Cutthroat,Age3Plus,3,18.730154,231.828102,77.276034
1,1,10/11/1999,ExampleSmallSite,Cutthroat,Age0,246,7.149823,1133.522225,4.607814
1,1,10/11/1999,ExampleSmallSite,Cutthroat,Age1,17,12.341078,374.029379,22.001728
1,1,10/11/1999,ExampleSmallSite,Cutthroat,Age2,2,15.979090,94.894515,47.447257
1,1,10/11/1999,ExampleSmallSite,Cutthroat,Age3Plus,3,18.776604,232.387759,77.462586
1,1,10/21/1999,ExampleSmallSite,Cutthroat,Age0,227,7.267766,1089.314116,4.798741
1,1,10/21/1999,ExampleSmallSite,Cutthroat,Age1,17,12.428549,379.758233,22.338720
1,1,10/21/1999,ExampleSmallSite,Cutthroat,Age2,1,15.680865,43.613994,43.613994
1,1,10/21/1999,ExampleSmallSite,Cutthroat,Age3Plus,3,18.814990,232.320192,77.440064
1,1,10/31/1999,ExampleSmallSite,Cutthroat,Age0,211,7.421871,1076.667309,5.102689
1,1,10/31/1999,ExampleSmallSite,Cutthroat,Age1,17,12.486340,386.315799,22.724459
1,1,10/31/1999,ExampleSmallSite,Cutthroat,Age2,1,15.680865,43.524007,43.524007
1,1,10/31/1999,ExampleSmallSite,Cutthroat,Age3Plus,3,18.858249,234.037066,78.012355
1,1,11/10/1999,ExampleSmallSite,Cutthroat,Age0,194,7.569623,1047.365422,5.398791
1,1,11/10/1999,ExampleSmallSite,Cutthroat,Age1,16,12.511701,368.296515,23.018532
1,1,11/10/1999,ExampleSmallSite,Cutthroat,Age2,1,15.680865,43.603773,43.603773
1,1,11/10/1999,ExampleSmallSite,Cutthroat,Age3Plus,3,18.878356,234.691142,78.230381
1,1,11/20/1999,ExampleSmallSite,Cutthroat,Age0,180,7.704296,1021.401031,5.674450
1,1,11/20/1999,ExampleSmallSite,Cutthroat,Age1,16,12.583056,374.957117,23.434820
1,1,11/20/1999,ExampleSmallSite,Cutthroat,Age2,1,15.680865,44.150638,44.150638
1,1,11/20/1999,ExampleSmallSite,Cutthroat,Age3Plus,3,18.906184,236.687819,78.895940
1,1,11/30/1999,ExampleSmallSite,Cutthroat,Age0,168,7.879344,1016.256378,6.049145
1,1,11/30/1999,ExampleSmallSite,Cutthroat,Age1,16,12.802942,397.466946,24.841684
1,1,11/30/1999,ExampleSmallSite,Cutthroat,Age2,1,15.680865,45.003131,45.003131
1,1,11/30/1999,ExampleSmallSite,Cutthroat,Age3Plus,3,19.030116,242.279596,80.759865
1,1,12/10/1999,ExampleSmallSite,Cutthroat,Age0,156,8.039227,1000.542991,6.413737
1,1,12/10/1999,ExampleSmallSite,Cutthroat,Age1,16,12.875677,403.851429,25.240714
1,1,12/10/1999,ExampleSmallSite,Cutthroat,Age2,1,15.777572,46.087311,46.087311
1,1,12/10/1999,ExampleSmallSite,Cutthroat,Age3Plus,3,19.105299,246.207984,82.069328
1,1,12/20/1999,ExampleSmallSite,Cutthroat,Age0,148,8.189367,999.425974,6.752878
1,1,12/20/1999,ExampleSmallSite,Cutthroat,Age1,16,12.973396,412.722157,25.795135
1,1,12/20/1999,ExampleSmallSite,Cutthroat,Age2,1,15.893494,47.103744,47.103744
1,1,12/20/1999,ExampleSmallSite,Cutthroat,Age3Plus,3,19.239753,251.625720,83.875240
1,1,12/30/1999,ExampleSmallSite,Cutthroat,Age0,143,8.388916,1034.954680,7.237445
1,1,12/30/1999,ExampleSmallSite,Cutthroat,Age1,15,13.231386,411.092666,27.406178
1,1,12/30/1999,ExampleSmallSite,Cutthroat,Age2,1,15.952404,47.625940,47.625940
1,1,12/30/1999,ExampleSmallSite,Cutthroat,Age3Plus,3,19.363062,256.548752,85.516251
1,1,01/09/2000,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,01/09/2000,ExampleSmallSite,Cutthroat,Age1,135,8.581110,1044.159732,7.734517
1,1,01/09/2000,ExampleSmallSite,Cutthroat,Age2,15,13.502408,437.065602,29.137707
1,1,01/09/2000,ExampleSmallSite,Cutthroat,Age3Plus,4,18.632628,310.513635,77.628409
1,1,01/19/2000,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,01/19/2000,ExampleSmallSite,Cutthroat,Age1,119,8.622664,921.449815,7.743276
1,1,01/19/2000,ExampleSmallSite,Cutthroat,Age2,14,13.522805,404.857023,28.918359
1,1,01/19/2000,ExampleSmallSite,Cutthroat,Age3Plus,4,18.632628,306.273572,76.568393
1,1,01/29/2000,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,01/29/2000,ExampleSmallSite,Cutthroat,Age1,114,8.792783,948.911401,8.323784
1,1,01/29/2000,ExampleSmallSite,Cutthroat,Age2,14,13.596640,414.566585,29.611899
1,1,01/29/2000,ExampleSmallSite,Cutthroat,Age3Plus,4,18.660039,308.237577,77.059394
1,1,02/08/2000,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,02/08/2000,ExampleSmallSite,Cutthroat,Age1,107,8.974955,943.957316,8.822031
1,1,02/08/2000,ExampleSmallSite,Cutthroat,Age2,14,13.670232,422.017163,30.144083
1,1,02/08/2000,ExampleSmallSite,Cutthroat,Age3Plus,4,18.732807,313.016278,78.254070
1,1,02/18/2000,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,02/18/2000,ExampleSmallSite,Cutthroat,Age1,97,9.155623,906.409138,9.344424
1,1,02/18/2000,ExampleSmallSite,Cutthroat,Age2,14,13.730525,426.923432,30.494531
1,1,02/18/2000,ExampleSmallSite,Cutthroat,Age3Plus,4,18.835164,318.740010,79.685002
1,1,02/28/2000,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,02/28/2000,ExampleSmallSite,Cutthroat,Age1,90,9.303946,877.151403,9.746127
1,1,02/28/2000,ExampleSmallSite,Cutthroat,Age2,14,13.794419,433.500493,30.964321
1,1,02/28/2000,ExampleSmallSite,Cutthroat,Age3Plus,4,18.932706,323.481794,80.870448
1,1,03/09/2000,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,03/09/2000,ExampleSmallSite,Cutthroat,Age1,84,9.451909,858.516288,10.220432
1,1,03/09/2000,ExampleSmallSite,Cutthroat,Age2,14,13.853153,439.066008,31.361858
1,1,03/09/2000,ExampleSmallSite,Cutthroat,Age3Plus,4,18.994468,326.463184,81.615796
1,1,03/19/2000,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,03/19/2000,ExampleSmallSite,Cutthroat,Age1,79,9.636546,855.479615,10.828856
1,1,03/19/2000,ExampleSmallSite,Cutthroat,Age2,14,13.978550,450.990812,32.213629
1,1,03/19/2000,ExampleSmallSite,Cutthroat,Age3Plus,4,19.287311,341.610753,85.402688
1,1,03/29/2000,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,03/29/2000,ExampleSmallSite,Cutthroat,Age1,76,9.827173,874.413150,11.505436
1,1,03/29/2000,ExampleSmallSite,Cutthroat,Age2,14,14.269685,479.511264,34.250805
1,1,03/29/2000,ExampleSmallSite,Cutthroat,Age3Plus,4,19.520829,354.013975,88.503494
1,1,04/08/2000,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,04/08/2000,ExampleSmallSite,Cutthroat,Age1,74,10.035399,901.147521,12.177669
1,1,04/08/2000,ExampleSmallSite,Cutthroat,Age2,14,14.698858,517.696774,36.978341
1,1,04/08/2000,ExampleSmallSite,Cutthroat,Age3Plus,4,19.592280,316.586575,79.146644
1,1,04/18/2000,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,04/18/2000,ExampleSmallSite,Cutthroat,Age1,69,10.226168,874.905384,12.679788
1,1,04/18/2000,ExampleSmallSite,Cutthroat,Age2,13,15.132350,525.255066,40.404236
1,1,04/18/2000,ExampleSmallSite,Cutthroat,Age3Plus,3,19.217542,234.928669,78.309556
1,1,04/28/2000,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,04/28/2000,ExampleSmallSite,Cutthroat,Age1,67,10.379720,899.996336,13.432781
1,1,04/28/2000,ExampleSmallSite,Cutthroat,Age2,13,15.570477,577.992282,44.460945
1,1,04/28/2000,ExampleSmallSite,Cutthroat,Age3Plus,3,19.308196,228.768958,76.256319
1,1,05/08/2000,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,05/08/2000,ExampleSmallSite,Cutthroat,Age1,61,10.551914,856.974172,14.048757
1,1,05/08/2000,ExampleSmallSite,Cutthroat,Age2,13,15.921999,608.163861,46.781835
1,1,05/08/2000,ExampleSmallSite,Cutthroat,Age3Plus,3,19.330158,232.370811,77.456937
1,1,05/18/2000,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,05/18/2000,ExampleSmallSite,Cutthroat,Age1,60,10.760407,909.028425,15.150474
1,1,05/18/2000,ExampleSmallSite,Cutthroat,Age2,12,16.248923,595.426271,49.618856
1,1,05/18/2000,ExampleSmallSite,Cutthroat,Age3Plus,3,19.407203,242.599489,80.866496
1,1,05/28/2000,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,05/28/2000,ExampleSmallSite,Cutthroat,Age1,59,10.959575,947.518208,16.059631
1,1,05/28/2000,ExampleSmallSite,Cutthroat,Age2,11,16.754762,608.806823,55.346075
1,1,05/28/2000,ExampleSmallSite,Cutthroat,Age3Plus,3,19.414238,244.326664,81.442221
1,1,06/07/2000,ExampleSmallSite,Cutthroat,Age0,94,2.839644,26.503128,0.281948
1,1,06/07/2000,ExampleSmallSite,Cutthroat,Age1,57,11.145434,969.157645,17.002766
1,1,06/07/2000,ExampleSmallSite,Cutthroat,Age2,11,17.033491,641.105418,58.282311
1,1,06/07/2000,ExampleSmallSite,Cutthroat,Age3Plus,3,19.414238,245.557818,81.852606
1,1,06/17/2000,ExampleSmallSite,Cutthroat,Age0,618,3.169235,246.072876,0.398176
1,1,06/17/2000,ExampleSmallSite,Cutthroat,Age1,54,11.232955,941.488716,17.434976
1,1,06/17/2000,ExampleSmallSite,Cutthroat,Age2,10,17.118212,592.527576,59.252758
1,1,06/17/2000,ExampleSmallSite,Cutthroat,Age3Plus,3,19.414238,247.660484,82.553495
1,1,06/27/2000,ExampleSmallSite,Cutthroat,Age0,941,3.275368,430.623957,0.457624
1,1,06/27/2000,ExampleSmallSite,Cutthroat,Age1,50,11.329604,891.946065,17.838921
1,1,06/27/2000,ExampleSmallSite,Cutthroat,Age2,10,17.175031,599.279463,59.927946
1,1,06/27/2000,ExampleSmallSite,Cutthroat,Age3Plus,3,19.421159,250.625800,83.541933
1,1,07/07/2000,ExampleSmallSite,Cutthroat,Age0,1311,3.245000,599.028555,0.456925
1,1,07/07/2000,ExampleSmallSite,Cutthroat,Age1,49,11.377119,882.630875,18.012875
1,1,07/07/2000,ExampleSmallSite,Cutthroat,Age2,10,17.195689,602.131267,60.213127
1,1,07/07/2000,ExampleSmallSite,Cutthroat,Age3Plus,3,19.436223,252.126472,84.042157
1,1,07/17/2000,ExampleSmallSite,Cutthroat,Age0,1129,3.433967,628.853380,0.557000
1,1,07/17/2000,ExampleSmallSite,Cutthroat,Age1,46,11.520478,849.869323,18.475420
1,1,07/17/2000,ExampleSmallSite,Cutthroat,Age2,10,17.200420,599.829002,59.982900
1,1,07/17/2000,ExampleSmallSite,Cutthroat,Age3Plus,3,19.439426,253.102110,84.367370
1,1,07/27/2000,ExampleSmallSite,Cutthroat,Age0,783,3.808538,624.890778,0.798073
1,1,07/27/2000,ExampleSmallSite,Cutthroat,Age1,43,11.591309,807.702598,18.783781
1,1,07/27/2000,ExampleSmallSite,Cutthroat,Age2,10,17.200420,594.718558,59.471856
1,1,07/27/2000,ExampleSmallSite,Cutthroat,Age3Plus,3,19.439426,252.489730,84.163243
1,1,08/06/2000,ExampleSmallSite,Cutthroat,Age0,564,4.240513,624.192797,1.106725
1,1,08/06/2000,ExampleSmallSite,Cutthroat,Age1,42,11.638952,792.052360,18.858390
1,1,08/06/2000,ExampleSmallSite,Cutthroat,Age2,10,17.241709,594.282463,59.428246
1,1,08/06/2000,ExampleSmallSite,Cutthroat,Age3Plus,3,19.439426,253.810562,84.603521
1,1,08/16/2000,ExampleSmallSite,Cutthroat,Age0,460,4.535810,623.588241,1.355627
1,1,08/16/2000,ExampleSmallSite,Cutthroat,Age1,39,11.773284,750.501928,19.243639
1,1,08/16/2000,ExampleSmallSite,Cutthroat,Age2,9,17.237213,531.111010,59.012334
1,1,08/16/2000,ExampleSmallSite,Cutthroat,Age3Plus,3,19.439426,252.931443,84.310481
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age0,390,4.934811,659.981839,1.692261
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age1,38,11.733954,716.785740,18.862783
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age2,9,17.290145,534.942763,59.438085
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age3Plus,1,17.550193,59.020517,59.020517
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age0,338,5.216008,663.038935,1.961654
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age1,36,11.695895,669.400385,18.594455
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age2,9,17.335697,537.762859,59.751429
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age3Plus,1,17.550193,58.796900,58.796900
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age0,311,5.423497,675.663296,2.172551
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age1,32,11.620746,585.745715,18.304554
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age2,8,17.126996,457.710851,57.213856
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age3Plus,1,17.550193,58.593537,58.593537
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age0,278,5.495752,629.281429,2.263602
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age1,30,11.675268,558.571238,18.619041
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age2,8,17.126996,457.547682,57.193460
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age3Plus,1,17.550193,58.418737,58.418737
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age0,254,5.665763,628.233583,2.473361
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age1,28,11.823163,539.259498,19.259268
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age2,7,17.194649,407.631188,58.233027
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age3Plus,1,17.550193,60.405515,60.405515
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age0,241,5.846797,643.935036,2.671930
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age1,27,11.812943,516.944744,19.146102
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age2,7,17.210921,408.580190,58.368599
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age3Plus,1,17.550193,62.490966,62.490966
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age0,223,6.016786,636.593587,2.854680
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age1,25,11.865327,483.973433,19.358937
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age2,7,17.215160,408.916336,58.416619
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age3Plus,1,17.550193,62.617430,62.617430
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age0,208,6.221563,645.338701,3.102590
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age1,24,11.844911,470.635168,19.609799
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age2,6,17.050521,341.251552,56.875259
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age3Plus,1,17.616558,63.985554,63.985554
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age0,193,6.385063,636.930872,3.300160
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age1,24,11.849737,473.827991,19.742833
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age2,6,17.054944,344.064148,57.344025
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age3Plus,1,17.639766,64.264370,64.264370
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age0,166,6.539356,584.582421,3.521581
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age1,24,11.873829,478.516208,19.938175
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age2,6,17.067646,347.615526,57.935921
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age3Plus,1,17.713336,65.066400,65.066400
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age0,155,6.741642,594.707348,3.836822
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age1,23,11.920919,470.215996,20.444174
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age2,6,17.099896,353.022948,58.837158
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age3Plus,1,17.907797,67.218268,67.218268
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age0,143,6.912443,588.734772,4.117026
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age1,22,11.959126,455.775126,20.717051
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age2,6,17.120666,356.078521,59.346420
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age3Plus,1,18.032090,68.618147,68.618147
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age0,131,7.074574,577.243142,4.406436
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age1,22,12.085609,471.847632,21.447620
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age2,6,17.166062,363.811753,60.635292
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age3Plus,1,18.266816,71.232773,71.232773
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age1,116,7.318670,564.548322,4.866796
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age2,22,12.206684,487.164317,22.143833
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age3Plus,7,17.431883,444.992153,63.570308
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age1,108,7.522316,569.908470,5.276930
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age2,21,12.299598,476.953611,22.712077
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age3Plus,7,17.512312,451.475844,64.496549
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age1,97,7.762896,560.017337,5.773375
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age2,17,12.211782,373.755658,21.985627
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age3Plus,7,17.577045,456.336053,65.190865
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age1,90,8.011287,571.290915,6.347677
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age2,17,12.317548,383.441858,22.555403
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age3Plus,7,17.682288,465.575712,66.510816
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age1,88,8.241798,609.069143,6.921240
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age2,17,12.436880,394.810956,23.224174
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age3Plus,7,17.815593,476.863648,68.123378
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age1,85,8.502536,645.973394,7.599687
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age2,17,12.602720,411.377006,24.198647
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age3Plus,7,18.022871,494.035201,70.576457
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age1,82,8.704004,670.260436,8.173908
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age2,16,12.723040,399.730898,24.983181
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age3Plus,7,18.318281,519.090577,74.155797
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age1,79,8.953725,703.705885,8.907669
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age2,16,12.926766,419.983298,26.248956
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age3Plus,7,18.571646,541.516533,77.359505
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age1,73,9.283313,724.914760,9.930339
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age2,16,13.085247,435.545620,27.221601
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age3Plus,7,18.639713,547.572127,78.224590
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age1,72,9.607193,784.706758,10.898705
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age2,16,13.320369,453.006070,28.312879
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age3Plus,7,18.742110,555.963118,79.423303
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age1,68,9.962646,822.942651,12.102098
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age2,14,13.487300,414.198637,29.585617
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age3Plus,7,18.798384,523.437055,74.776722
1,1,04/23/2001,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,04/23/2001,ExampleSmallSite,Cutthroat,Age1,66,10.249492,874.374666,13.248101
1,1,04/23/2001,ExampleSmallSite,Cutthroat,Age2,14,13.656950,423.074006,30.219572
1,1,04/23/2001,ExampleSmallSite,Cutthroat,Age3Plus,7,18.845161,514.687317,73.526760
1,1,05/03/2001,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,05/03/2001,ExampleSmallSite,Cutthroat,Age1,65,10.478860,918.936423,14.137483
1,1,05/03/2001,ExampleSmallSite,Cutthroat,Age2,13,13.751733,396.161593,30.473969
1,1,05/03/2001,ExampleSmallSite,Cutthroat,Age3Plus,7,18.850985,507.490398,72.498628
1,1,05/13/2001,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,05/13/2001,ExampleSmallSite,Cutthroat,Age1,64,10.626864,946.795607,14.793681
1,1,05/13/2001,ExampleSmallSite,Cutthroat,Age2,13,13.811642,404.165119,31.089625
1,1,05/13/2001,ExampleSmallSite,Cutthroat,Age3Plus,7,18.850985,517.448304,73.921186
1,1,05/23/2001,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,05/23/2001,ExampleSmallSite,Cutthroat,Age1,63,10.799601,993.135558,15.764056
1,1,05/23/2001,ExampleSmallSite,Cutthroat,Age2,13,13.906562,412.000606,31.692354
1,1,05/23/2001,ExampleSmallSite,Cutthroat,Age3Plus,7,18.850985,530.507191,75.786742
1,1,06/02/2001,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,06/02/2001,ExampleSmallSite,Cutthroat,Age1,61,10.844292,967.165407,15.855171
1,1,06/02/2001,ExampleSmallSite,Cutthroat,Age2,13,13.950256,420.265947,32.328150
1,1,06/02/2001,ExampleSmallSite,Cutthroat,Age3Plus,7,18.852002,537.460452,76.780065
1,1,06/12/2001,ExampleSmallSite,Cutthroat,Age0,343,3.015707,116.932352,0.340911
1,1,06/12/2001,ExampleSmallSite,Cutthroat,Age1,59,10.957858,964.214186,16.342613
1,1,06/12/2001,ExampleSmallSite,Cutthroat,Age2,13,13.975371,424.365259,32.643481
1,1,06/12/2001,ExampleSmallSite,Cutthroat,Age3Plus,7,18.861813,542.793733,77.541962
