
Model Run System Date and Time: Tue 10-Jan-2012 16:52:45

Scenario,Replicate,ModelDate,getReachSymbol,getSpecies,getAgeSymbol,Count,MeanLength,TotalWeight,MeanWeight
1,1,10/10/2003,ExampleSmallSite,Cutthroat,Age3Plus,3,21.080195,332.782882,110.927627
1,1,10/20/2003,ExampleSmallSite,Cutthroat,Age0,132,6.576086,454.784286,3.445336
1,1,10/20/2003,ExampleSmallSite,Cutthroat,Age1,18,10.471577,249.159007,13.842167
1,1,10/20/2003,ExampleSmallSite,Cutthroat,Age2,8,15.048491,303.752914,37.969114
1,1,10/20/2003,ExampleSmallSite,Cutthroat,Age3Plus,3,21.080195,329.328278,109.776093
1,1,10/30/2003,ExampleSmallSite,Cutthroat,Age0,120,6.715134,437.074434,3.642287
1,1,10/30/2003,ExampleSmallSite,Cutthroat,Age1,15,10.377640,200.834702,13.388980
1,1,10/30/2003,ExampleSmallSite,Cutthroat,Age2,8,15.048491,301.145540,37.643193
1,1,10/30/2003,ExampleSmallSite,Cutthroat,Age3Plus,3,21.080195,326.400346,108.800115
1,1,11/09/2003,ExampleSmallSite,Cutthroat,Age0,109,6.851291,420.984787,3.862246
1,1,11/09/2003,ExampleSmallSite,Cutthroat,Age1,15,10.377640,202.387600,13.492507
1,1,11/09/2003,ExampleSmallSite,Cutthroat,Age2,8,15.048491,304.810483,38.101310
1,1,11/09/2003,ExampleSmallSite,Cutthroat,Age3Plus,3,21.080195,328.596310,109.532103
1,1,11/19/2003,ExampleSmallSite,Cutthroat,Age0,98,6.998225,403.188632,4.114170
1,1,11/19/2003,ExampleSmallSite,Cutthroat,Age1,15,10.386405,204.307056,13.620470
1,1,11/19/2003,ExampleSmallSite,Cutthroat,Age2,8,15.098612,311.484026,38.935503
1,1,11/19/2003,ExampleSmallSite,Cutthroat,Age3Plus,3,21.080195,331.156876,110.385625
1,1,11/29/2003,ExampleSmallSite,Cutthroat,Age0,93,7.150591,408.540188,4.392905
1,1,11/29/2003,ExampleSmallSite,Cutthroat,Age1,15,10.419190,206.758260,13.783884
1,1,11/29/2003,ExampleSmallSite,Cutthroat,Age2,8,15.223033,320.852093,40.106512
1,1,11/29/2003,ExampleSmallSite,Cutthroat,Age3Plus,3,21.080195,331.832833,110.610944
1,1,12/09/2003,ExampleSmallSite,Cutthroat,Age0,87,7.358424,417.078064,4.794001
1,1,12/09/2003,ExampleSmallSite,Cutthroat,Age1,15,10.448776,211.892194,14.126146
1,1,12/09/2003,ExampleSmallSite,Cutthroat,Age2,8,15.334352,330.090784,41.261348
1,1,12/09/2003,ExampleSmallSite,Cutthroat,Age3Plus,3,21.101804,335.248275,111.749425
1,1,12/19/2003,ExampleSmallSite,Cutthroat,Age0,83,7.507465,422.939554,5.095657
1,1,12/19/2003,ExampleSmallSite,Cutthroat,Age1,14,10.613468,209.283905,14.948850
1,1,12/19/2003,ExampleSmallSite,Cutthroat,Age2,8,15.388864,335.580173,41.947522
1,1,12/19/2003,ExampleSmallSite,Cutthroat,Age3Plus,3,21.112485,336.477198,112.159066
1,1,12/29/2003,ExampleSmallSite,Cutthroat,Age0,77,7.722096,425.777095,5.529573
1,1,12/29/2003,ExampleSmallSite,Cutthroat,Age1,13,10.840461,206.142188,15.857091
1,1,12/29/2003,ExampleSmallSite,Cutthroat,Age2,8,15.466779,343.564362,42.945545
1,1,12/29/2003,ExampleSmallSite,Cutthroat,Age3Plus,3,21.168614,340.139744,113.379915
1,1,01/08/2004,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,01/08/2004,ExampleSmallSite,Cutthroat,Age1,74,7.893731,439.784273,5.943031
1,1,01/08/2004,ExampleSmallSite,Cutthroat,Age2,12,11.119307,205.791769,17.149314
1,1,01/08/2004,ExampleSmallSite,Cutthroat,Age3Plus,11,17.025133,689.163503,62.651228
1,1,01/18/2004,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,01/18/2004,ExampleSmallSite,Cutthroat,Age1,70,8.144946,457.836636,6.540523
1,1,01/18/2004,ExampleSmallSite,Cutthroat,Age2,12,11.269862,214.229827,17.852486
1,1,01/18/2004,ExampleSmallSite,Cutthroat,Age3Plus,11,17.098744,700.452830,63.677530
1,1,01/28/2004,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,01/28/2004,ExampleSmallSite,Cutthroat,Age1,69,8.399213,495.483716,7.180923
1,1,01/28/2004,ExampleSmallSite,Cutthroat,Age2,12,11.409687,222.813072,18.567756
1,1,01/28/2004,ExampleSmallSite,Cutthroat,Age3Plus,11,17.285922,720.705441,65.518676
1,1,02/07/2004,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,02/07/2004,ExampleSmallSite,Cutthroat,Age1,67,8.648760,526.230882,7.854192
1,1,02/07/2004,ExampleSmallSite,Cutthroat,Age2,11,11.408495,204.894661,18.626787
1,1,02/07/2004,ExampleSmallSite,Cutthroat,Age3Plus,11,17.433652,739.265172,67.205925
1,1,02/17/2004,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,02/17/2004,ExampleSmallSite,Cutthroat,Age1,60,8.919677,515.610318,8.593505
1,1,02/17/2004,ExampleSmallSite,Cutthroat,Age2,11,11.547825,212.358902,19.305355
1,1,02/17/2004,ExampleSmallSite,Cutthroat,Age3Plus,11,17.575928,753.106819,68.464256
1,1,02/27/2004,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,02/27/2004,ExampleSmallSite,Cutthroat,Age1,57,9.126471,527.928508,9.261904
1,1,02/27/2004,ExampleSmallSite,Cutthroat,Age2,10,11.446743,189.083350,18.908335
1,1,02/27/2004,ExampleSmallSite,Cutthroat,Age3Plus,11,17.629195,762.765261,69.342296
1,1,03/08/2004,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,03/08/2004,ExampleSmallSite,Cutthroat,Age1,50,9.378982,503.240719,10.064814
1,1,03/08/2004,ExampleSmallSite,Cutthroat,Age2,10,11.543598,194.778035,19.477804
1,1,03/08/2004,ExampleSmallSite,Cutthroat,Age3Plus,11,17.744371,778.147908,70.740719
1,1,03/18/2004,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,03/18/2004,ExampleSmallSite,Cutthroat,Age1,47,9.689844,520.711082,11.078959
1,1,03/18/2004,ExampleSmallSite,Cutthroat,Age2,10,11.642196,200.791529,20.079153
1,1,03/18/2004,ExampleSmallSite,Cutthroat,Age3Plus,10,18.147921,751.464159,75.146416
1,1,03/28/2004,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,03/28/2004,ExampleSmallSite,Cutthroat,Age1,44,9.979736,531.440113,12.078184
1,1,03/28/2004,ExampleSmallSite,Cutthroat,Age2,9,11.965763,195.881942,21.764660
1,1,03/28/2004,ExampleSmallSite,Cutthroat,Age3Plus,10,18.390575,777.633429,77.763343
1,1,04/07/2004,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,04/07/2004,ExampleSmallSite,Cutthroat,Age1,43,10.280819,557.164822,12.957321
1,1,04/07/2004,ExampleSmallSite,Cutthroat,Age2,9,12.062518,195.781682,21.753520
1,1,04/07/2004,ExampleSmallSite,Cutthroat,Age3Plus,10,18.730584,812.515723,81.251572
1,1,04/17/2004,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,04/17/2004,ExampleSmallSite,Cutthroat,Age1,43,10.443674,577.665560,13.434083
1,1,04/17/2004,ExampleSmallSite,Cutthroat,Age2,8,12.393939,180.117510,22.514689
1,1,04/17/2004,ExampleSmallSite,Cutthroat,Age3Plus,10,18.994186,835.834456,83.583446
1,1,04/27/2004,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,04/27/2004,ExampleSmallSite,Cutthroat,Age1,42,10.674950,618.224427,14.719629
1,1,04/27/2004,ExampleSmallSite,Cutthroat,Age2,8,12.430841,183.077564,22.884695
1,1,04/27/2004,ExampleSmallSite,Cutthroat,Age3Plus,10,19.171634,830.954549,83.095455
1,1,05/07/2004,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,05/07/2004,ExampleSmallSite,Cutthroat,Age1,40,10.916093,632.215455,15.805386
1,1,05/07/2004,ExampleSmallSite,Cutthroat,Age2,7,12.173955,158.865897,22.695128
1,1,05/07/2004,ExampleSmallSite,Cutthroat,Age3Plus,10,19.476772,874.788619,87.478862
1,1,05/17/2004,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,05/17/2004,ExampleSmallSite,Cutthroat,Age1,39,11.217288,667.482865,17.114945
1,1,05/17/2004,ExampleSmallSite,Cutthroat,Age2,7,12.236640,163.381126,23.340161
1,1,05/17/2004,ExampleSmallSite,Cutthroat,Age3Plus,10,19.570699,892.048757,89.204876
1,1,05/27/2004,ExampleSmallSite,Cutthroat,Age0,0,0,0,0
1,1,05/27/2004,ExampleSmallSite,Cutthroat,Age1,36,11.447117,658.334339,18.287065
1,1,05/27/2004,ExampleSmallSite,Cutthroat,Age2,6,12.470178,149.683664,24.947277
1,1,05/27/2004,ExampleSmallSite,Cutthroat,Age3Plus,9,19.084037,729.757108,81.084123
1,1,06/06/2004,ExampleSmallSite,Cutthroat,Age0,66,2.870203,19.228784,0.291345
1,1,06/06/2004,ExampleSmallSite,Cutthroat,Age1,34,11.559355,640.113942,18.826881
1,1,06/06/2004,ExampleSmallSite,Cutthroat,Age2,5,11.985867,110.782629,22.156526
1,1,06/06/2004,ExampleSmallSite,Cutthroat,Age3Plus,9,19.113735,729.790745,81.087861
1,1,06/16/2004,ExampleSmallSite,Cutthroat,Age0,592,3.207590,244.389944,0.412821
1,1,06/16/2004,ExampleSmallSite,Cutthroat,Age1,33,11.633965,634.855562,19.238047
1,1,06/16/2004,ExampleSmallSite,Cutthroat,Age2,5,12.014467,111.420433,22.284087
1,1,06/16/2004,ExampleSmallSite,Cutthroat,Age3Plus,9,19.134386,732.545290,81.393921
1,1,06/26/2004,ExampleSmallSite,Cutthroat,Age0,840,3.329968,407.508244,0.485129
1,1,06/26/2004,ExampleSmallSite,Cutthroat,Age1,33,11.655588,633.563623,19.198898
1,1,06/26/2004,ExampleSmallSite,Cutthroat,Age2,5,12.026103,111.733164,22.346633
1,1,06/26/2004,ExampleSmallSite,Cutthroat,Age3Plus,9,19.147900,738.260876,82.028986
1,1,07/06/2004,ExampleSmallSite,Cutthroat,Age0,808,3.519785,475.180004,0.588094
1,1,07/06/2004,ExampleSmallSite,Cutthroat,Age1,29,11.585357,542.065211,18.691904
1,1,07/06/2004,ExampleSmallSite,Cutthroat,Age2,5,12.027010,111.003664,22.200733
1,1,07/06/2004,ExampleSmallSite,Cutthroat,Age3Plus,7,18.473962,512.597085,73.228155
1,1,07/16/2004,ExampleSmallSite,Cutthroat,Age0,653,3.856715,513.368069,0.786169
1,1,07/16/2004,ExampleSmallSite,Cutthroat,Age1,26,11.614035,493.490038,18.980386
1,1,07/16/2004,ExampleSmallSite,Cutthroat,Age2,5,12.030325,109.979996,21.995999
1,1,07/16/2004,ExampleSmallSite,Cutthroat,Age3Plus,7,18.474587,509.629332,72.804190
1,1,07/26/2004,ExampleSmallSite,Cutthroat,Age0,550,4.119571,532.441094,0.968075
1,1,07/26/2004,ExampleSmallSite,Cutthroat,Age1,26,11.622036,494.514019,19.019770
1,1,07/26/2004,ExampleSmallSite,Cutthroat,Age2,5,12.030325,108.404589,21.680918
1,1,07/26/2004,ExampleSmallSite,Cutthroat,Age3Plus,7,18.483318,507.577069,72.511010
1,1,08/05/2004,ExampleSmallSite,Cutthroat,Age0,415,4.447225,506.301329,1.220003
1,1,08/05/2004,ExampleSmallSite,Cutthroat,Age1,26,11.625052,492.162990,18.929346
1,1,08/05/2004,ExampleSmallSite,Cutthroat,Age2,5,12.031237,109.414211,21.882842
1,1,08/05/2004,ExampleSmallSite,Cutthroat,Age3Plus,7,18.524136,511.591621,73.084517
1,1,08/15/2004,ExampleSmallSite,Cutthroat,Age0,339,4.747461,503.768953,1.486044
1,1,08/15/2004,ExampleSmallSite,Cutthroat,Age1,23,11.724198,449.571506,19.546587
1,1,08/15/2004,ExampleSmallSite,Cutthroat,Age2,5,12.039995,111.437367,22.287473
1,1,08/15/2004,ExampleSmallSite,Cutthroat,Age3Plus,7,18.606942,514.982288,73.568898
1,1,08/25/2004,ExampleSmallSite,Cutthroat,Age0,283,5.208670,532.228371,1.880666
1,1,08/25/2004,ExampleSmallSite,Cutthroat,Age1,19,11.814675,378.701694,19.931668
1,1,08/25/2004,ExampleSmallSite,Cutthroat,Age2,5,12.141896,114.811877,22.962375
1,1,08/25/2004,ExampleSmallSite,Cutthroat,Age3Plus,7,18.668687,518.087203,74.012458
1,1,09/04/2004,ExampleSmallSite,Cutthroat,Age0,239,5.535530,522.101163,2.184524
1,1,09/04/2004,ExampleSmallSite,Cutthroat,Age1,17,11.791362,338.888669,19.934628
1,1,09/04/2004,ExampleSmallSite,Cutthroat,Age2,5,12.242304,118.969375,23.793875
1,1,09/04/2004,ExampleSmallSite,Cutthroat,Age3Plus,7,18.713679,521.404257,74.486322
1,1,09/14/2004,ExampleSmallSite,Cutthroat,Age0,211,5.760342,512.265497,2.427799
1,1,09/14/2004,ExampleSmallSite,Cutthroat,Age1,16,11.847768,324.320190,20.270012
1,1,09/14/2004,ExampleSmallSite,Cutthroat,Age2,5,12.388534,122.230690,24.446138
1,1,09/14/2004,ExampleSmallSite,Cutthroat,Age3Plus,7,18.732730,521.837973,74.548282
1,1,09/24/2004,ExampleSmallSite,Cutthroat,Age0,196,6.011058,533.993605,2.724457
1,1,09/24/2004,ExampleSmallSite,Cutthroat,Age1,14,11.887215,282.856709,20.204051
1,1,09/24/2004,ExampleSmallSite,Cutthroat,Age2,5,12.410474,121.759083,24.351817
1,1,09/24/2004,ExampleSmallSite,Cutthroat,Age3Plus,6,18.724739,449.425755,74.904292
