
Model Run System Date and Time: Tue 10-Jan-2012 16:52:45

Scenario,Replicate,ModelDate,getReachSymbol,getSpecies,getAgeSymbol,getCauseOfDeath,Count
1,1,03/19/2002,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,03/19/2002,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,03/19/2002,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,03/19/2002,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,03/19/2002,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,03/19/2002,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,03/19/2002,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,03/19/2002,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,03/19/2002,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,03/19/2002,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,03/19/2002,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,03/19/2002,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,2
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,1
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,03/29/2002,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,2
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,2
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,2
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,04/08/2002,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,5
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,2
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,1
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,04/18/2002,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,2
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,3
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,04/28/2002,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,1
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,05/08/2002,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,1
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,05/18/2002,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,2
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,05/28/2002,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,1
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,1
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,06/07/2002,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age0,PoorCondition,1
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,3
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,6
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,06/17/2002,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age0,Stranding,6
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age0,PoorCondition,3
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,8
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,26
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age1,PoorCondition,1
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,1
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,1
1,1,06/27/2002,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age0,Stranding,18
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age0,PoorCondition,32
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,22
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,34
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,07/07/2002,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,07/17/2002,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,07/17/2002,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,07/17/2002,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,07/17/2002,ExampleSmallSite,Cutthroat,Age0,Stranding,40
1,1,07/17/2002,ExampleSmallSite,Cutthroat,Age0,PoorCondition,205
1,1,07/17/2002,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,26
1,1,07/17/2002,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,53
1,1,07/17/2002,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,07/17/2002,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,07/17/2002,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,07/17/2002,ExampleSmallSite,Cutthroat,Age1,Stranding,0
