
Model Run System Date and Time: Tue 10-Jan-2012 16:52:45

Scenario,Replicate,ModelDate,getReachSymbol,getSpecies,getAgeSymbol,getCauseOfDeath,Count
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age0,PoorCondition,49
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,13
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,8
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age1,PoorCondition,1
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,2
1,1,08/26/2000,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age0,PoorCondition,16
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,20
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,16
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age1,PoorCondition,1
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,09/05/2000,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age0,PoorCondition,2
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,14
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,11
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,4
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,1
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,09/15/2000,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age0,PoorCondition,1
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,15
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,17
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,2
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,09/25/2000,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age0,PoorCondition,1
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,11
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,12
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,2
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,1
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,10/05/2000,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,8
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,5
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age1,PoorCondition,1
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,10/15/2000,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,9
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,9
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,1
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,10/25/2000,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age0,PoorCondition,1
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,9
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,5
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age2,PoorCondition,1
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,11/04/2000,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,9
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,6
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,11/14/2000,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,17
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,10
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,11/24/2000,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,6
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,5
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,12/04/2000,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age0,PoorCondition,2
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,3
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,7
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,1
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
