Upper Site habitat input
inSTREAM 6.0 default project
CellNumber,FracShelt,DistHide(m),FracSpawn,FracHide,ReachEnd
785,0.2,1.27,0,0.05,I
786,0.08,0.8,0,0.1,I
787,0.08,0.8,0,0.1,I
788,0.08,0.8,0,0.1,I
789,0.2,0.2,0,0.5,I
790,0.2,0.2,0,0.5,I
791,0.08,0.8,0,0.1,I
792,0,0,0,0,I
793,0,0,0,0,I
794,0.2,0.96,0,0.1,I
795,0.5,1,0,0.2,I
796,0,0,0,0,I
797,0.2,1.27,0,0.05,I
798,0.2,0.96,0,0.1,I
799,0.08,0.8,0,0.1,I
800,0.08,0.8,0,0.1,I
801,0.08,0.8,0,0.1,I
802,0.08,0.8,0,0.1,I
803,0.08,0.8,0,0.1,I
804,0.2,0.2,0,0.5,I
805,0.03,1.5,0,0.02,I
806,0,0,0,0,I
807,0,0,0,0,I
808,0.5,1,0,0.2,I
809,0.5,1,0,0.2,I
810,0.2,1.27,0,0.05,I
811,0.3,0.8,0,0.1,I
812,0.03,1.5,0,0.02,I
813,0.2,0.5,0,0.2,I
814,0.3,0.8,0,0.1,I
815,0.2,0.1,0,0.8,I
816,0.2,0.5,0,0.2,I
817,0,0,0,0,I
818,0,0,0,0,I
819,0.5,1,0,0.2,I
820,0.5,1,0,0.2,I
821,0,0,0,0,I
822,0.1,0.5,0,0.05,I
823,0.1,0.5,0,0.05,I
824,0.02,3.75,0.02,0.01,I
825,0.01,3.75,0.05,0.01,I
826,0.3,0.8,0,0.1,I
827,0.2,0.5,0,0.2,I
828,0.4,0.2,0,0.5,I
829,0.4,0.2,0,0.5,I
830,0.2,1,0,0.15,I
831,0,0,0,0,I
832,0.5,1,0,0.2,I
833,0.5,1,0,0.2,I
834,0.1,0.5,0,0.05,I
835,0.1,0.5,0,0.05,I
836,0.1,0.5,0,0.05,I
837,0.02,3.75,0.02,0.01,I
838,0.01,3.75,0.05,0.01,I
839,0.05,2,0,0.01,I
840,0.01,3.75,0.05,0.01,I
841,0.05,0.8,0.02,0.1,I
842,0.05,2,0,0.01,I
843,0.4,0.2,0,0.5,I
844,0.2,1,0,0.15,I
845,0.1,0.5,0,0.05,I
846,0,0,0,0,I
847,0.1,0.5,0,0.05,I
848,0.1,0.5,0,0.05,I
849,0.1,0.2,0,0.3,I
850,0.1,0.2,0,0.3,I
851,0.1,0.5,0,0.05,I
852,0.02,3.75,0.02,0.01,I
853,0.01,3.75,0.05,0.01,I
854,0.01,3.75,0.05,0.01,I
855,0.05,2,0,0.01,I
856,0.2,1,0,0.15,I
857,0.01,3.75,0.05,0.01,I
858,0.2,1,0,0.15,I
859,0.25,0.5,0,0.2,I
860,0,0,0,0,I
861,0.25,0.5,0,0.2,I
862,0.25,0.5,0,0.2,I
863,0.25,0.5,0,0.2,I
864,0.25,0.5,0,0.2,I
865,0.25,0.5,0,0.2,I
866,0.02,3.75,0.02,0.01,I
867,0.1,0.2,0,0.3,I
868,0.1,0.2,0,0.3,I
869,0.02,3.75,0.02,0.01,I
870,0.02,3.75,0.02,0.01,I
871,0.01,3.75,0.05,0.01,I
872,0.01,3.75,0.05,0.01,I
873,0.01,3.75,0.05,0.01,I
874,0.01,3.75,0.05,0.01,I
875,0.01,3.75,0.05,0.01,I
876,0.01,3.75,0.05,0.01,I
877,0.01,3.75,0.05,0.01,I
878,0.3,1.5,0,0.1,I
879,0.3,1.5,0,0.1,I
880,0.4,0.2,0,0.5,I
881,0,0,0,0,I
882,0,0,0,0,I
883,0.25,0.1,0,0.3,I
884,0.25,0.1,0,0.3,I
885,0.25,0.86,0,0.15,I
886,0.25,0.86,0,0.15,I
887,0.25,0.1,0,0.3,I
888,0.1,0.2,0,0.3,I
889,0.1,0.2,0,0.3,I
890,0.02,3.75,0.02,0.01,I
891,0.02,3.75,0.02,0.01,I
892,0.02,3.75,0.02,0.01,I
893,0.02,3.75,0.02,0.01,I
894,0.02,3.75,0.02,0.01,I
895,0.05,1,0,0.05,I
896,0.01,3.75,0.05,0.01,I
897,0.01,3.75,0.05,0.01,I
898,0.01,3.75,0.05,0.01,I
899,0.02,3.75,0.02,0.01,I
900,0.02,3.75,0.02,0.01,I
901,0.02,3.75,0.02,0.01,I
902,0.3,1.5,0,0.1,I
903,0.05,1,0,0.05,I
904,0.3,1.5,0,0.1,I
905,0,0,0,0,I
906,0,0,0,0,I
907,0.25,0.1,0,0.3,I
908,0.25,0.1,0,0.3,I
909,0,0,0,0,I
910,0.02,3.75,0.02,0.01,I
911,0.02,3.75,0.02,0.01,I
912,0.25,0.86,0,0.15,I
913,0.25,0.86,0,0.15,I
914,0.25,0.86,0,0.15,I
915,0.25,0.86,0,0.15,I
916,0.05,1,0,0.05,I
917,0.05,0,0,0.8,I
918,0.01,3.75,0.05,0.01,I
919,0.02,3.75,0.02,0.01,I
920,0.02,3.75,0.02,0.01,I
921,0.02,3.75,0.02,0.01,I
922,0.05,0,0,0.8,I
923,0,0,0,0,I
924,0,0,0,0,I
925,0.01,0.1,0,0.8,I
926,0.25,0.86,0,0.15,I
927,0.01,0.1,0,0.8,I
928,0.02,3.75,0.02,0.01,I
929,0.25,0.86,0,0.15,I
930,0.02,3.75,0.02,0.01,I
931,0.05,0,0,0.8,I
932,0.01,3.75,0.05,0.01,I
933,0.05,0,0,0.8,I
934,0.3,0.7,0,0.15,I
935,0.02,3.75,0.02,0.01,I
936,0.1,0.2,0,0.5,I
937,0,0,0,0,I
938,0.01,0.1,0,0.8,I
939,0.25,0.86,0,0.15,I
940,0.01,0.1,0,0.8,I
941,0.25,0.86,0,0.15,I
942,0.25,0.86,0,0.15,I
943,0.02,3.75,0.02,0.01,I
944,0.3,0.7,0,0.15,I
945,0.01,3.75,0.05,0.01,I
946,0.01,3.75,0.05,0.01,I
947,0.3,0.7,0,0.15,I
948,0.01,0,0,0.8,I
949,0.01,0,0,0.8,I
950,0,0,0,0,I
951,0,0,0,0,I
952,0.1,1,0,0.2,I
953,0,0,0,0,I
954,0,0,0,0,I
955,0.25,0.86,0,0.15,I
956,0.1,1,0,0.2,I
957,0.1,1,0,0.2,I
958,0.1,1,0,0.2,I
959,0.1,1,0,0.2,I
960,0.25,0.86,0,0.15,I
961,0.25,0.86,0,0.15,I
962,0.25,0.86,0,0.15,I
963,0.25,0.86,0,0.15,I
964,0.02,3.75,0.02,0.01,I
965,0.02,3.75,0.02,0.01,I
966,0.01,3.75,0.05,0.01,I
967,0.02,3.75,0.02,0.01,I
968,0.01,0,0,0.8,I
969,0.01,0,0,0.8,I
970,0.01,0,0,0.8,I
971,0.01,0,0,0.8,I
972,0.3,0.2,0,0.5,I
973,0,0,0,0,I
974,0.02,0.5,0,0.25,I
975,0.02,0.5,0,0.25,I
976,0.02,0.5,0,0.25,I
977,0.02,0.5,0,0.25,I
978,0.25,0.86,0,0.15,I
979,0.25,0.86,0,0.15,I
980,0.1,0.75,0,0.2,I
981,0.1,0.75,0,0.2,I
982,0.02,2,0,0,I
983,0.02,2,0,0,I
984,0.02,2,0,0,I
985,0.02,2,0,0,I
986,0.02,2,0,0,I
987,0.1,0.75,0,0.2,I
988,0.1,0.75,0,0.2,I
989,0.25,0.86,0,0.15,I
990,0.25,0.86,0,0.15,I
991,0.25,0.86,0,0.15,I
992,0.25,0.86,0,0.15,I
993,0.02,3.75,0.02,0.01,I
994,0.02,3.75,0.02,0.01,I
995,0.05,1.27,0,0.05,I
996,0.05,1.27,0,0.05,I
997,0.02,0,0,0.9,I
998,0.05,1.27,0,0.05,I
999,0.3,0.2,0,0.5,I
1000,0.3,0.2,0,0.5,I
1001,0.01,2,0,0.01,I
1002,0.05,0.1,0,0.75,I
1003,0.1,0.75,0,0.2,I
1004,0.1,0.75,0,0.2,I
1005,0,0,0,0.8,I
1006,0.25,0.86,0,0.15,I
1007,0.25,0.86,0,0.15,I
1008,0.1,0.75,0,0.2,I
1009,0.1,0.75,0,0.2,I
1010,0.1,0.75,0,0.2,I
1011,0.02,2,0,0,I
1012,0.1,0.75,0,0.2,I
1013,0.02,2,0,0,I
1014,0.02,2,0,0,I
1015,0.02,2,0,0,I
1016,0.02,2,0,0,I
1017,0.02,2,0,0,I
1018,0.1,0.75,0,0.2,I
1019,0.25,0.86,0,0.15,I
1020,0.02,1.43,0.01,0.04,I
1021,0.02,1.43,0.01,0.04,I
1022,0.02,1.43,0.01,0.04,I
1023,0.02,1.43,0.01,0.04,I
1024,0.05,1.27,0,0.05,I
1025,0.05,1.27,0,0.05,I
1026,0.02,0,0,0.9,I
1027,0.05,1.27,0,0.05,I
1028,0.05,1.27,0,0.05,I
1029,0.12,0.1,0,0.6,I
1030,0.12,0.1,0,0.6,I
1031,0.02,0,0,0.9,I
1032,0.01,2,0,0.01,I
1033,0.01,2,0,0.01,I
1034,0,0,0,0.8,I
1035,0.01,2,0,0.01,I
1036,0.01,3.75,0,0.01,I
1037,0,0,0,0.8,I
1038,0.01,3.75,0,0.01,I
1039,0.01,3.75,0,0.01,I
1040,0.01,3.75,0,0.01,I
1041,0.01,3.75,0,0.01,I
1042,0.01,3.75,0,0.01,I
1043,0.01,3.75,0,0.01,I
1044,0.01,3.75,0,0.01,I
1045,0.01,3.75,0,0.01,I
1046,0.01,3.75,0,0.01,I
1047,0.01,3.75,0,0.01,I
1048,0.01,3.75,0,0.01,I
1049,0.02,2,0,0,I
1050,0.02,2,0,0,I
1051,0.01,3.75,0,0.01,I
1052,0.01,3.75,0,0.01,I
1053,0.01,3.75,0,0.01,I
1054,0.02,1.43,0.01,0.04,I
1055,0.02,1.43,0.01,0.04,I
1056,0.01,3.75,0,0.01,I
1057,0.05,1.27,0,0.05,I
1058,0.05,1.27,0,0.05,I
1059,0.02,0,0,0.9,I
1060,0.02,0,0,0.9,I
1061,0.05,1.27,0,0.05,I
1062,0.3,0.2,0,0.5,I
1063,0.12,0.1,0,0.6,I
1064,0.02,0,0,0.9,I
1065,0,0,0,0,I
1066,0,0,0,0,I
1067,0,0,0,0.8,I
1068,0,0,0,0,I
1069,0.01,3.75,0,0.01,I
1070,0,0,0,0.8,I
1071,0,0,0,0.8,I
1072,0.01,3.75,0,0.01,I
1073,0.01,3.75,0,0.01,I
1074,0.01,3.75,0,0.01,I
1075,0.01,3.75,0,0.01,I
1076,0.01,3.75,0,0.01,I
1077,0.01,3.75,0,0.01,I
1078,0.01,3.75,0,0.01,I
1079,0.01,3.75,0,0.01,I
1080,0.02,1.43,0.01,0.04,I
1081,0.01,3.75,0,0.01,I
1082,0.02,1.43,0.01,0.04,I
1083,0.02,1.43,0.01,0.04,I
1084,0.05,1.27,0,0.05,I
1085,0.05,1.27,0,0.05,I
1086,0.02,0.8,0,0.3,I
1087,0.02,0.8,0,0.3,I
1088,0.05,1.27,0,0.05,I
1089,0.02,0,0,0.9,I
1090,0.2,0.2,0,0.5,I
1091,0.2,0.2,0,0.5,I
1092,0,0,0,0,I
1093,0,0,0,0.8,I
1094,0,0,0,0.8,I
1095,0.01,3.75,0,0.01,I
1096,0.01,3.75,0,0.01,I
1097,0,0,0,0.8,I
1098,0.02,1.43,0.01,0.04,I
1099,0.02,1.43,0.01,0.04,I
1100,0.02,1.43,0.01,0.04,I
1101,0.02,1.43,0.01,0.04,I
1102,0.02,1.43,0.01,0.04,I
1103,0.25,1,0,0.05,I
1104,0.25,1,0,0.05,I
1105,0.25,1,0,0.05,I
1106,0.05,1.27,0,0.05,I
1107,0.2,0.2,0,0.5,I
1108,0,0,0,0,I
1109,0,0,0,0.8,I
1110,0,0,0,0.8,I
1111,0.01,3.75,0,0.01,I
1112,0.02,1.43,0.01,0.04,I
1113,0.02,1.43,0.01,0.04,I
1114,0,0,0,0.8,I
1115,0.05,1.27,0,0.05,I
1116,0.05,1.27,0,0.05,I
1117,0.02,1.43,0.01,0.04,I
1118,0.25,1,0,0.05,I
1119,0.05,2,0,0.02,I
1120,0.01,5,0,0.01,I
1121,0.1,0.25,0,0.5,I
1122,0.1,0.25,0,0.5,I
1123,0,0,0,0.8,I
1124,0.1,0.25,0,0.5,I
1125,0,0,0,0.8,I
1126,0,0,0,0.8,I
1127,0.05,1.27,0,0.05,I
1128,0.02,1.43,0.01,0.04,I
1129,0.2,0.7,0,0.2,I
1130,0.2,0.7,0,0.2,I
1131,0,0,0,0.8,I
1132,0.01,1.5,0,0.2,I
1133,0.2,0.7,0,0.2,I
1134,0.15,0.2,0,0.5,I
1135,0.01,1.5,0,0.2,I
1136,0.2,0.2,0,0.5,I
1137,0.1,0.25,0,0.5,I
1138,0.1,0.25,0,0.5,I
1139,0.05,0.75,0,0.5,I
1140,0.1,0.25,0,0.5,I
1141,0.05,0.75,0,0.5,I
1142,0.05,0.75,0,0.5,I
1143,0,0,0,0.8,I
1144,0.2,0.7,0,0.2,I
1145,0.2,0.7,0,0.2,I
1146,0.2,0.7,0,0.2,I
1147,0.2,0.7,0,0.2,I
1148,0.2,0.7,0,0.2,I
1149,0.2,0.7,0,0.2,I
1150,0.6,0.4,0,0.5,I
1151,0.2,0.1,0,0.9,I
1152,0,0,0,0,I
1153,0.05,0.75,0,0.5,I
1154,0.05,0.75,0,0.5,I
1155,0,0,0,0.8,I
1156,0,0,0,0.8,I
1157,0.2,0.7,0,0.2,I
1158,0.01,1.27,0.05,0.05,I
1159,0.2,0.7,0,0.2,I
1160,0.2,0.7,0,0.2,I
1161,0.2,0.7,0,0.2,I
1162,0.2,0.7,0,0.2,I
1163,0.2,0.7,0,0.2,I
1164,0.6,0.4,0,0.5,I
1165,0,0.1,0,0.8,I
1166,0.01,0.2,0,0.5,I
1167,0,0,0,0,I
1168,0.05,0.75,0,0.5,I
1169,0.3,0.75,0,0.3,I
1170,0.01,1.27,0.05,0.05,I
1171,0.01,1.27,0.05,0.05,I
1172,0.01,1.27,0.05,0.05,I
1173,0.01,1.27,0.05,0.05,I
1174,0,0.1,0,0.8,I
1175,0.2,0.7,0,0.2,I
1176,0,0.1,0,0.8,I
1177,0.02,0.5,0,0.5,I
1178,0.02,0.5,0,0.5,I
1179,0.1,0.73,0,0.4,I
1180,0.05,0.1,0,0.8,I
1181,0.05,0.1,0,0.8,I
1182,0.1,0.73,0,0.4,I
1183,0,0,0,0,I
1184,0,0,0,0,I
1185,0.05,0.75,0,0.5,I
1186,0,0,0,0,I
1187,0.3,0.75,0,0.3,I
1188,0.01,2.2,0.1,0.02,I
1189,0.01,1.27,0.05,0.05,I
1190,0.01,2.2,0.1,0.02,I
1191,0.01,1.27,0.05,0.05,I
1192,0.1,0.73,0,0.4,I
1193,0.05,0.1,0,0.8,I
1194,0.05,0.1,0,0.8,I
1195,0.01,0.2,0,0.5,I
1196,0.1,0,0,0.9,I
1197,0.1,0.73,0,0.4,I
1198,0.05,0.1,0,0.8,I
1199,0,0.3,0,0.6,I
1200,0,0,0,0,I
1201,0,0,0,0,I
1202,0.05,0.75,0,0.5,I
1203,0,0,0,0,I
1204,0.3,0.75,0,0.3,I
1205,0.3,0.75,0,0.3,I
1206,0.05,0.75,0,0.5,I
1207,0.01,2.2,0.1,0.02,I
1208,0.01,1.27,0.05,0.05,I
1209,0.01,2.2,0.1,0.02,I
1210,0.01,1.27,0.05,0.05,I
1211,0.1,0.73,0,0.4,I
1212,0.1,0,0,0.9,I
1213,0.05,0.2,0,0.7,I
1214,0.05,0.2,0,0.5,I
1215,0,0,0,0,I
1216,0.05,0.75,0,0.5,I
1217,0.75,1,0,0.25,I
1218,0.01,2.2,0.1,0.02,I
1219,0.3,0.75,0,0.3,I
1220,0.3,0.75,0,0.3,I
1221,0.01,1.27,0.05,0.05,I
1222,0.01,1.27,0.05,0.05,I
1223,0.05,0.2,0,0.7,I
1224,0.02,1,0,0.4,I
1225,0.05,0.2,0,0.7,I
1226,0.02,1,0,0.4,I
1227,0.02,1,0,0.4,I
1228,0.02,1,0,0.4,I
1229,0.1,0.2,0,0.5,I
1230,0,0,0,0,I
1231,0.75,1,0,0.25,I
1232,0.3,0.75,0,0.3,I
1233,0.3,0.75,0,0.3,I
1234,0.01,2.2,0.1,0.02,I
1235,0.01,2.2,0.1,0.02,I
1236,0.01,1.27,0.05,0.05,I
1237,0.02,0.3,0,0.6,I
1238,0.05,0.2,0,0.7,I
1239,0.05,0.2,0,0.7,I
1240,0.02,1,0,0.4,I
1241,0.05,0.2,0,0.7,I
1242,0.01,1.27,0.05,0.05,I
1243,0.02,1,0,0.4,I
1244,0.02,1,0,0.4,I
1245,0,0,0,0,I
1246,0,0,0,0,I
1247,0.75,1,0,0.25,I
1248,0,0,0,0,I
1249,0.3,0.75,0,0.3,I
1250,0.3,0.75,0,0.3,I
1251,0.01,2.2,0.1,0.02,I
1252,0.01,2.2,0.1,0.02,I
1253,0.01,2.2,0.1,0.02,I
1254,0.01,1.27,0.05,0.05,I
1255,0.02,0.3,0,0.6,I
1256,0.05,0.2,0,0.7,I
1257,0.05,0.2,0,0.7,I
1258,0.04,1.2,0,0.2,I
1259,0.04,1.2,0,0.2,I
1260,0.05,0.2,0,0.7,I
1261,0.01,1.27,0.05,0.05,I
1262,0.01,2.2,0.1,0.02,I
1263,0.01,1.27,0.05,0.05,I
1264,0.01,1.27,0.05,0.05,I
1265,0.01,2.2,0.1,0.02,I
1266,0.2,0.2,0,0.5,I
1267,0,0,0,0,I
1268,0,0,0,0,I
1269,0.75,1,0,0.25,I
1270,0,0,0,0,I
1271,0.3,0.75,0,0.3,I
1272,0.3,0.75,0,0.3,I
1273,0.3,0.75,0,0.3,I
1274,0.75,1,0,0.25,I
1275,0.75,1,0,0.25,I
1276,0.3,0.75,0,0.3,I
1277,0.3,0.75,0,0.3,I
1278,0.01,2.2,0.1,0.02,I
1279,0.3,0.75,0,0.3,I
1280,0.3,0.75,0,0.3,I
1281,0.02,0.3,0,0.6,I
1282,0.3,0.81,0,0.2,I
1283,0.3,0.81,0,0.2,I
1284,0.05,0.2,0,0.7,I
1285,0.04,1.2,0,0.2,I
1286,0.04,1.2,0,0.2,I
1287,0.05,0.2,0,0.7,I
1288,0.01,2.2,0.1,0.02,I
1289,0.01,2.2,0.1,0.02,I
1290,0.01,2.2,0.1,0.02,I
1291,0.01,2.2,0.1,0.02,I
1292,0.3,0.75,0,0.3,I
1293,0.3,0.75,0,0.3,I
1294,0,0,0,0,I
1295,0.75,1,0,0.25,I
1296,0.15,0.5,0,0.2,I
1297,0.3,0.75,0,0.3,I
1298,0.3,0.75,0,0.3,I
1299,0.75,1,0,0.25,I
1300,0.75,1,0,0.25,I
1301,0.75,1,0,0.25,I
1302,0.75,1,0,0.25,I
1303,0.75,1,0,0.25,I
1304,0.75,1,0,0.25,I
1305,0.75,1,0,0.25,I
1306,0.5,1,0,0.25,I
1307,0.3,0.75,0,0.3,I
1308,0.01,0.1,0,0.8,I
1309,0.3,0.81,0,0.2,I
1310,0.3,0.81,0,0.2,I
1311,0.04,1,0,0.3,I
1312,0.15,1.27,0.05,0.05,I
1313,0.15,1.27,0.05,0.05,I
1314,0.15,1.27,0.05,0.05,I
1315,0.15,1.27,0.05,0.05,I
1316,0.3,0.75,0,0.3,I
1317,0.15,1.27,0.05,0.05,I
1318,0.15,1.27,0.05,0.05,I
1319,0.3,0.75,0,0.3,I
1320,0.3,0.75,0,0.3,I
1321,0.3,0.75,0,0.3,I
1322,0.3,0.75,0,0.3,I
1323,0,0,0,0,I
1324,0.5,1,0,0.25,I
1325,0.5,1,0,0.25,I
1326,0.3,0.69,0.1,0.7,I
1327,0.3,0.69,0.1,0.7,I
1328,0.3,0.69,0.1,0.7,I
1329,0.75,1,0,0.25,I
1330,0.75,1,0,0.25,I
1331,0.75,1,0,0.25,I
1332,0.3,0.75,0,0.3,I
1333,0.75,1,0,0.25,I
1334,0.75,1,0,0.25,I
1335,0.75,1,0,0.25,I
1336,0.75,1,0,0.25,I
1337,0.75,1,0,0.25,I
1338,0.75,1,0,0.25,I
1339,0.01,0.1,0,0.8,I
1340,0.3,0.81,0,0.2,I
1341,0.3,0.81,0,0.2,I
1342,0.3,0.81,0,0.2,I
1343,0.04,1,0,0.3,I
1344,0.01,0.1,0,0.8,I
1345,0.01,0.1,0,0.8,I
1346,0.15,1.27,0.05,0.05,I
1347,0.15,1.27,0.05,0.05,I
1348,0.04,1,0,0.3,I
1349,0.15,1.27,0.05,0.05,I
1350,0.15,1.27,0.05,0.05,I
1351,0.15,1.27,0.05,0.05,I
1352,0.15,1.27,0.05,0.05,I
1353,0.15,1.27,0.05,0.05,I
1354,0.15,1.27,0.05,0.05,I
1355,0.3,0.75,0,0.3,I
1356,0,0,0,0,I
1357,0,0,0,0,I
1358,0.5,1,0,0.25,I
1359,0.05,0.25,0,0.4,I
1360,0.05,0.25,0,0.4,I
1361,0.3,0.69,0.1,0.7,I
1362,0.3,0.69,0.1,0.7,I
1363,0.3,0.69,0.1,0.7,I
1364,0.3,0.69,0.1,0.7,I
1365,0.75,1,0,0.25,I
1366,0.15,1.27,0.05,0.05,I
1367,0.3,0.69,0.1,0.7,I
1368,0.15,1.27,0.05,0.05,I
1369,0.3,0.69,0.1,0.7,I
1370,0.3,0.69,0.1,0.7,I
1371,0.75,1,0,0.25,I
1372,0.15,1.27,0.05,0.05,I
1373,0.75,1,0,0.25,I
1374,0.3,0.81,0,0.2,I
1375,0.15,1.27,0.05,0.05,I
1376,0.3,0.81,0,0.2,I
1377,0.15,1.27,0.05,0.05,I
1378,0.15,1.27,0.05,0.05,I
1379,0.15,1.27,0.05,0.05,I
1380,0.04,1,0,0.3,I
1381,0.03,2,0,0.02,I
1382,0.15,1.27,0.05,0.05,I
1383,0.15,1.27,0.05,0.05,I
1384,0.15,1.27,0.05,0.05,I
1385,0.15,1.27,0.05,0.05,I
1386,0.15,1.27,0.05,0.05,I
1387,0.15,1.27,0.05,0.05,I
1388,0.15,1.27,0.05,0.05,I
1389,0.15,1.27,0.05,0.05,I
1390,0.15,1.27,0.05,0.05,I
1391,0.05,0.25,0,0.4,I
1392,0.05,0.25,0,0.4,I
1393,0.05,0.25,0,0.4,I
1394,0.05,0.25,0,0.4,I
1395,0.15,1.27,0.05,0.05,I
1396,0.3,0.69,0.1,0.7,I
1397,0.3,0.69,0.1,0.7,I
1398,0.3,0.69,0.1,0.7,I
1399,0.3,0.69,0.1,0.7,I
1400,0.05,1.5,0,0.2,I
1401,0.05,1.5,0,0.2,I
1402,0.15,1.27,0.05,0.05,I
1403,0.03,2,0,0.02,I
1404,0.03,2,0,0.02,I
1405,0.15,1.27,0.05,0.05,I
1406,0.15,1.27,0.05,0.05,I
1407,0.15,1.27,0.05,0.05,I
1408,0.15,1.27,0.05,0.05,I
1409,0.03,2,0,0.02,I
1410,0.05,0.25,0,0.4,I
1411,0.05,0.25,0,0.4,I
1412,0.05,0.25,0,0.4,I
1413,0.3,0.69,0.1,0.7,I
1414,0.05,0.25,0,0.4,I
1415,0.3,0.69,0.1,0.7,I
1416,0.01,2,0,0.02,I
1417,0.05,1.5,0,0.2,I
1418,0.05,1.5,0,0.2,I
1419,0.3,0.81,0,0.2,I
1420,0.03,2,0,0.02,I
1421,0.03,2,0,0.02,I
1422,0.01,2,0,0.02,I
1423,0.3,0.81,0,0.2,I
1424,0.15,1.27,0.05,0.05,I
1425,0.15,1.27,0.05,0.05,I
1426,0.15,1.27,0.05,0.05,I
1427,0.3,0.69,0.1,0.7,I
1428,0.3,0.69,0.1,0.7,I
1429,0.15,1.27,0.05,0.05,I
1430,0.3,0.69,0.1,0.7,I
1431,0.2,0.2,0,0.5,I
1432,0,0,0,0,I
1433,0.01,0.5,0,0.1,I
1434,0.05,0.25,0,0.4,I
1435,0.01,0.1,0,0.3,I
1436,0.01,2,0,0.02,I
1437,0.05,1.5,0,0.2,I
1438,0.15,1.27,0.05,0.05,I
1439,0.01,2,0,0.02,I
1440,0.15,1.27,0.05,0.05,I
1441,0.15,1.27,0.05,0.05,I
1442,0.15,1.27,0.05,0.05,I
1443,0.03,2,0,0.02,I
1444,0.15,1.27,0.05,0.05,I
1445,0.15,1.27,0.05,0.05,I
1446,0.3,0.69,0.1,0.7,I
1447,0.3,0.69,0.1,0.7,I
1448,0.3,0.69,0.1,0.7,I
1449,0.05,0.25,0,0.4,I
1450,0,0,0,0,I
1451,0.01,0.5,0,0.1,I
1452,0,0,0,0,I
1453,0.01,0.25,0,0.2,I
1454,0.1,0.2,0,0.25,I
1455,0.1,0.2,0,0.25,I
1456,0.05,0.25,0,0.4,I
1457,0.05,0.25,0,0.4,I
1458,0.05,0.25,0,0.4,I
1459,0.2,2,0,0.02,I
1460,0.2,2,0,0.02,I
1461,0.01,3.75,0,0.01,I
1462,0.3,1.2,0,0.2,I
1463,0.3,1.2,0,0.2,I
1464,0.2,2,0,0.02,I
1465,0.1,0.81,0.05,0.2,I
1466,0.1,0.81,0.05,0.2,I
1467,0.01,3.75,0,0.01,I
1468,0,0.2,0,0.5,I
1469,0,0,0,0,I
1470,0,0,0,0,I
1471,0.1,0.2,0,0.25,I
1472,0.05,0.1,0,0.3,I
1473,0.1,0.2,0,0.25,I
1474,0.1,0.81,0.05,0.2,I
1475,0.05,0.1,0,0.3,I
1476,0.1,0.81,0.05,0.2,I
1477,0.1,0.2,0,0.25,I
1478,0.2,2,0,0.02,I
1479,0.1,1.5,0,0.02,I
1480,0.1,1.5,0,0.02,I
1481,0.01,3.75,0,0.01,I
1482,0.01,3.75,0,0.01,I
1483,0.01,3.75,0,0.01,I
1484,0.15,0.2,0,0.7,I
1485,0.15,0.2,0,0.7,I
1486,0.1,1.5,0,0.02,I
1487,0.1,0.81,0.05,0.2,I
1488,0.01,3.75,0,0.01,I
1489,0.05,0.1,0,0.3,I
1490,0.05,2,0,0.1,I
1491,0.05,2,0,0.1,I
1492,0.1,0.81,0.05,0.2,I
1493,0.01,3.75,0,0.01,I
1494,0.1,0.81,0.05,0.2,I
1495,0.1,0.81,0.05,0.2,I
1496,0.05,0.5,0,0.5,I
1497,0.1,1.5,0,0.02,I
1498,0.1,1.5,0,0.02,I
1499,0.01,3.75,0,0.01,I
1500,0.01,3.75,0,0.01,I
1501,0.01,3.75,0,0.01,I
1502,0.1,0.81,0.05,0.2,I
1503,0.05,0.5,0,0.5,I
1504,0.05,0.5,0,0.5,I
1505,0,0.2,0,0.5,I
1506,0.05,2,0,0.1,I
1507,0.05,2,0,0.1,I
1508,0.05,2,0,0.1,I
1509,0.05,2,0,0.1,I
1510,0.05,2,0,0.1,I
1511,0.1,0.81,0.05,0.2,I
1512,0.25,0.25,0,0.6,I
1513,0.25,0.25,0,0.6,I
1514,0.1,0.5,0,0.3,I
1515,0.1,0.5,0,0.3,I
1516,0.05,0.5,0,0.5,I
1517,0.05,0.5,0,0.5,I
1518,0,0.2,0,0.5,I
1519,0.1,1.5,0,0.02,I
1520,0.01,3.75,0,0.01,I
1521,0.01,3.75,0,0.01,I
1522,0.1,0.81,0.05,0.2,I
1523,0,0,0,0,I
1524,0.25,0.25,0,0.6,I
1525,0,0,0,0,I
1526,0.1,0.81,0.05,0.2,I
1527,0.1,0.81,0.05,0.2,I
1528,0.1,0.81,0.05,0.2,I
1529,0.25,0.25,0,0.6,I
1530,0.1,0.5,0,0.3,I
1531,0.1,0.5,0,0.3,I
1532,0.1,0.5,0,0.3,I
1533,0.02,0.8,0,0.3,I
1534,0.1,0.5,0,0.3,I
1535,0.1,0.5,0,0.3,I
1536,0.01,3.75,0,0.01,I
1537,0,0,0,0,I
1538,0,0,0,0,I
1539,0.05,1.27,0,0.05,I
1540,0.05,1.27,0,0.05,I
1541,0.05,1.27,0,0.05,I
1542,0.05,1.27,0,0.05,I
1543,0.05,2,0,0.2,I
1544,0.05,2,0,0.2,I
1545,0.05,1.27,0,0.05,I
1546,0,0,0,0,I
1547,0.15,0.5,0,0.4,I
