Lower Site habitat input
inSTREAM 6.0 default project
CellNumber,FracShelt,DistHide,FracSpawn,FracHide,ReachEnd
703,0.01,4.02,0,0.01,I
704,0,0.5,0.5,0.3,I
705,0,0.5,0.5,0.3,I
706,0,0.5,0.5,0.3,I
707,0.2,0.5,0,0.2,I
708,0,1,0.05,0.1,I
709,0.8,0,0,1,I
710,0.8,0,0,1,I
711,0.8,0,0,1,I
712,0.8,0,0,1,I
713,0.8,0,0,1,I
714,0.8,0,0,1,I
715,0.8,0,0,1,I
716,0.8,0,0,1,I
717,0.8,0,0,1,I
718,0.2,3,0.4,0.01,I
719,0.2,0.3,0,0.3,I
720,0.01,2,0,0.01,I
721,0.03,4,0.05,0,I
722,0.01,2,0,0.02,I
723,0.01,2,0,0.02,I
724,0.01,2,0,0.01,I
725,0.4,0,0,0.8,I
726,0.4,0,0,0.8,I
727,0.4,0,0,0.8,I
728,0.01,10,0,0,I
729,0.4,0,0,0.8,I
730,0.01,4.02,0,0.01,I
731,0.01,4.02,0,0.01,I
732,0.01,4.02,0,0.01,I
733,0.01,4.02,0,0.01,I
734,0.01,4.02,0,0.01,I
735,0.01,4.02,0,0.01,I
736,0.01,4.02,0,0.01,I
737,0.01,4.02,0,0.01,I
738,0.2,0.5,0,0.2,I
739,0.2,0.5,0,0.2,I
740,0.2,0.5,0,0.2,I
741,0,1,0.05,0.1,I
742,0.2,0.5,0,0.2,I
743,0,1,0.05,0.1,I
744,0,1,0.05,0.1,I
745,0.8,0,0,1,I
746,0.8,0,0,1,I
747,0.8,0,0,1,I
748,0.8,0,0,1,I
749,0.8,0,0,1,I
750,0.8,0,0,1,I
751,0.4,0.5,0,0.15,I
752,0.4,0.5,0,0.15,I
753,0.4,0.5,0,0.15,I
754,0.15,0.8,0,0.1,I
755,0,1,0,0.05,I
756,0.4,0,0,0.8,I
757,0.01,2,0,0.01,I
758,0.4,0,0,0.8,I
759,0.4,0,0,0.8,I
760,0.4,0,0,0.8,I
761,0.01,10,0,0,I
762,0.01,10,0,0,I
763,0.01,10,0,0,I
764,0.01,4.02,0,0.01,I
765,0.01,4.02,0,0.01,I
766,0.01,4.02,0,0.01,I
767,0.01,4.02,0,0.01,I
768,0.01,4.02,0,0.01,I
769,0.01,4.02,0,0.01,I
770,0.2,0.5,0,0.2,I
771,0.2,0.5,0,0.2,I
772,0.2,0.5,0,0.2,I
773,0.2,0.5,0,0.2,I
774,0.2,0.5,0,0.2,I
775,0.2,0.5,0,0.2,I
776,0.2,0.5,0,0.2,I
777,0,3,0,0.05,I
778,0,3,0,0.05,I
779,0.01,4.02,0,0.01,I
780,0.2,0.5,0,0.2,I
781,0.8,0,0,1,I
782,0.8,0,0,1,I
783,0.8,0,0,1,I
784,0.8,0,0,1,I
785,0.8,0,0,1,I
786,0.01,1.5,0,0.01,I
787,0.05,1.5,0,0.01,I
788,0.5,0.8,0,0.1,I
789,0,1,0,0.05,I
790,0,1,0,0.05,I
791,0.5,0.8,0,0.1,I
792,0.4,0,0,0.8,I
793,0.4,0,0,0.8,I
794,0.4,0,0,0.8,I
795,0.4,0,0,0.8,I
796,0.01,10,0,0,I
797,0.4,0,0,0.8,I
798,0.4,0,0,0.8,I
799,0.4,0,0,0.8,I
800,0.01,4.02,0,0.01,I
801,0.01,4.02,0,0.01,I
802,0.01,4.02,0,0.01,I
803,0,3,0,0.05,I
804,0.2,0.5,0,0.2,I
805,0.2,0.5,0,0.2,I
806,0.2,0.5,0,0.2,I
807,0.2,0.5,0,0.2,I
808,0.2,0.5,0,0.2,I
809,0.2,0.5,0,0.2,I
810,0.2,0.5,0,0.2,I
811,0,3,0,0.05,I
812,0,3,0,0.05,I
813,0,3,0,0.05,I
814,0.2,0.5,0,0.2,I
815,0.8,0,0,1,I
816,0.8,0,0,1,I
817,0.8,0,0,1,I
818,0.8,0,0,1,I
819,0.8,0.1,0,0.5,I
820,0.8,0.1,0,0.5,I
821,0.8,0.1,0,0.5,I
822,0.1,0.2,0,0.8,I
823,0.3,0.8,0,0.1,I
824,0.3,0.8,0,0.1,I
825,0.01,4.02,0,0.01,I
826,0.01,4.02,0,0.01,I
827,0.01,4.02,0,0.01,I
828,0,1,0,0.05,I
829,0.01,10,0,0,I
830,0.01,10,0,0,I
831,0.01,10,0,0,I
832,0.01,10,0,0,I
833,0.01,10,0,0,I
834,0.01,10,0,0,I
835,0,3,0,0.05,I
836,0.2,0.5,0,0.2,I
837,0.2,0.5,0,0.2,I
838,0.2,0.5,0,0.2,I
839,0.2,0.5,0,0.2,I
840,0.2,0.5,0,0.2,I
841,0.2,0.5,0,0.2,I
842,0.2,0.5,0,0.2,I
843,0.2,0.5,0,0.2,I
844,0.2,0.5,0,0.2,I
845,0,3,0.05,0.05,I
846,0,3,0.05,0.05,I
847,0,3,0.05,0.05,I
848,0.2,0.5,0,0.2,I
849,0.8,0,0,1,I
850,0.2,1,0,0.2,I
851,0.2,1,0,0.2,I
852,0.2,0.5,0,0.2,I
853,0.05,0.37,0,0.2,I
854,0.1,0.2,0,0.8,I
855,0.05,0.37,0,0.2,I
856,0.05,0.37,0,0.2,I
857,0.01,4.02,0,0.01,I
858,0.01,1.5,0,0.01,I
859,0.01,4.02,0,0.01,I
860,0.01,4.02,0,0.01,I
861,0.01,4.02,0,0.01,I
862,0.01,4.02,0,0.01,I
863,0.01,4.02,0,0.01,I
864,0.01,4.02,0,0.01,I
865,0.01,10,0,0,I
866,0.2,0.5,0,0.2,I
867,0.2,0.5,0,0.2,I
868,0.2,0.5,0,0.2,I
869,0.2,0.5,0,0.2,I
870,0.2,0.5,0,0.2,I
871,0.2,0.5,0,0.2,I
872,0.2,0.5,0,0.2,I
873,0.2,0.5,0,0.2,I
874,0.2,0.5,0,0.2,I
875,0.2,0.5,0,0.2,I
876,0.2,0.5,0,0.2,I
877,0.2,0.5,0,0.2,I
878,0,3,0.05,0.05,I
879,0,3,0.01,0.05,I
880,0.8,0,0,1,I
881,0.8,0,0,1,I
882,0.8,0,0,1,I
883,0.05,1,0,0.05,I
884,0.8,0,0,1,I
885,0.05,0.37,0,0.2,I
886,0.05,1,0,0.05,I
887,0.05,0.37,0,0.2,I
888,0.05,0.37,0,0.2,I
889,0.05,0.37,0,0.2,I
890,0.04,2.1,0,0.02,I
891,0,0.75,0,0.1,I
892,0,0.75,0,0.1,I
893,0.01,4.02,0,0.01,I
894,0.01,4.02,0,0.01,I
895,0,3,0.01,0.05,I
896,0.2,0.5,0,0.2,I
897,0.2,0.5,0,0.2,I
898,0.2,0.5,0,0.2,I
899,0.2,0.5,0,0.2,I
900,0,3,0.01,0.05,I
901,0.2,0.5,0,0.2,I
902,0.2,0.5,0,0.2,I
903,0.2,0.5,0,0.2,I
904,0.2,0.5,0,0.2,I
905,0.2,0.5,0,0.2,I
906,0,0.1,0,0.5,I
907,0,0.1,0,0.5,I
908,0.8,0,0,1,I
909,0.8,0,0,1,I
910,0.8,0,0,1,I
911,0.01,0.2,0,0.5,I
912,0.01,0.2,0,0.5,I
913,0.8,0,0,1,I
914,0.05,0.37,0,0.2,I
915,0.05,0.37,0,0.2,I
916,0.01,0.2,0,0.5,I
917,0.01,0.2,0,0.5,I
918,0.05,0.37,0,0.2,I
919,0.04,2.1,0,0.02,I
920,0.05,0.37,0,0.2,I
921,0.04,2.1,0,0.02,I
922,0.04,2.1,0,0.02,I
923,0,0.1,0,0.5,I
924,0,0.75,0,0.1,I
925,0,0.1,0,0.5,I
926,0,3,0.01,0.05,I
927,0,0.75,0,0.1,I
928,0.2,0.5,0,0.2,I
929,0,0,0,1,I
930,0.2,0.5,0,0.2,I
931,0.2,0.5,0,0.2,I
932,0,0.1,0,0.5,I
933,0.2,0.5,0,0.2,I
934,0,0.1,0,0.5,I
935,0.2,0.5,0,0.2,I
936,0.8,0,0,1,I
937,0.5,0.4,0,0.3,I
938,0.5,0.4,0,0.3,I
939,0.04,2.1,0,0.02,I
940,0.04,2.1,0,0.02,I
941,0.01,0.2,0,0.5,I
942,0.01,0.2,0,0.5,I
943,0.04,2.1,0,0.02,I
944,0.04,2.1,0,0.02,I
945,0.04,2.1,0,0.02,I
946,0.04,2.1,0,0.02,I
947,0,10,0,0,I
948,0,10,0,0,I
949,0,0.1,0,0.5,I
950,0,0.1,0,0.5,I
951,0,0.1,0,0.5,I
952,0,0.1,0,0.5,I
953,0,0,0,1,I
954,0,0.1,0,0.5,I
955,0.2,0.5,0,0.2,I
956,0,0.1,0,0.5,I
957,0,0.1,0,0.5,I
958,0.2,0.5,0,0.2,I
959,0.2,1,0,0.2,I
960,0.2,1,0,0.2,I
961,0.5,0.4,0,0.3,I
962,0.8,0,0,1,I
963,0.5,0.4,0,0.3,I
964,0.04,2.1,0,0.02,I
965,0.5,0.4,0,0.3,I
966,0.5,0.4,0,0.3,I
967,0.04,2.1,0,0.02,I
968,0.5,0.4,0,0.3,I
969,0.04,2.1,0,0.02,I
970,0,10,0,0,I
971,0,10,0,0,I
972,0,10,0,0,I
973,0,10,0,0,I
974,0.05,0.1,0,1,I
975,0,10,0,0,I
976,0.05,0.1,0,1,I
977,0,0.1,0,0.5,I
978,0.05,0.1,0,0.75,I
979,0.2,0.5,0,0.2,I
980,0.2,0.5,0,0.2,I
981,0.2,1,0,0.2,I
982,0.2,1,0,0.2,I
983,0.5,0.4,0,0.3,I
984,0.5,0.4,0,0.3,I
985,0.5,0.4,0,0.3,I
986,0.5,0.4,0,0.3,I
987,0.5,0.4,0,0.3,I
988,0.5,0.4,0,0.3,I
989,0.5,0.4,0,0.3,I
990,0,5,1,0,I
991,0,10,0,0,I
992,0,4,1,0,I
993,0.5,0.4,0,0.3,I
994,0,4,0.75,0,I
995,0.1,0,0,0.1,I
996,0,10,0,0,I
997,0,10,0,0,I
998,0.05,0,0,1,I
999,0.1,0,0,1,I
1000,0.05,0,0,1,I
1001,0.1,0,0,1,I
1002,0.1,0,0,0.1,I
1003,0.75,0.5,0,0.2,I
1004,0.15,0.5,0,0.15,I
1005,0.2,1,0,0.2,I
1006,0.2,1,0,0.2,I
1007,0.5,0.4,0,0.3,I
1008,0.5,0.4,0,0.3,I
1009,0.8,0,0,1,I
1010,0.5,0.4,0,0.3,I
1011,0.5,0.4,0,0.3,I
1012,0.5,0.4,0,0.3,I
1013,0,5,1,0,I
1014,0.1,0,0,0.1,I
1015,0.1,0,0,0.1,I
1016,0,4,1,0,I
1017,0,4,1,0,I
1018,0.5,0.4,0,0.3,I
1019,0,3,0.5,0,I
1020,0,3,0.5,0,I
1021,0,3,0.5,0,I
1022,0,3,0.5,0,I
1023,0.05,0.25,0.1,0.2,I
1024,0.05,0.25,0.1,0.2,I
1025,0.8,0,0,1,I
1026,0.2,1,0,0.2,I
1027,0.01,10,0,0,I
1028,0.01,10,0,0,I
1029,0.01,10,0,0,I
1030,0.01,10,0,0,I
1031,0.04,2.1,0,0.02,I
1032,0.01,10,0,0,I
1033,0.04,2.1,0,0.02,I
1034,0.5,0.4,0,0.3,I
1035,0.04,2.1,0,0.02,I
1036,0.8,0,0,1,I
1037,0.8,0,0,1,I
1038,0.05,1.5,0.05,0.05,I
1039,0.05,1.5,0.05,0.05,I
1040,0.05,1.5,0.05,0.05,I
1041,0.8,0,0,1,I
1042,0.01,10,0,0,I
1043,0.01,10,0,0,I
1044,0.01,10,0,0,I
1045,0.01,10,0,0,I
1046,0.04,2.1,0,0.02,I
1047,0.04,2.1,0,0.02,I
1048,0.04,2.1,0,0.02,I
1049,0.8,0,0,1,I
1050,0.01,10,0,0,I
1051,0.05,1.5,0.05,0.05,I
1052,0.05,1.5,0.05,0.05,I
1053,0.05,1.5,0.05,0.05,I
1054,0.05,1.5,0.05,0.05,I
1055,0.05,1.5,0.05,0.05,I
1056,0.8,0,0,1,I
1057,0.8,0,0,1,I
1058,0.01,10,0,0,I
1059,0.01,10,0,0,I
1060,0.5,0.4,0,0.3,I
1061,0.04,2.1,0,0.02,I
1062,0.04,2.1,0,0.02,I
1063,0.01,4.02,0,0.01,I
1064,0.01,4.02,0,0.01,I
1065,0.01,10,0,0,I
1066,0.01,10,0,0,I
1067,0.05,2,0.05,0.05,I
1068,0.05,1.5,0.05,0.05,I
1069,0.05,2,0.05,0.05,I
1070,0.8,0,0,1,I
1071,0.8,0,0,1,I
1072,0.8,0,0,1,I
1073,0.01,10,0,0,I
1074,0.01,10,0,0,I
1075,0.5,0.4,0,0.3,I
1076,0.04,2.1,0,0.02,I
1077,0.04,2.1,0,0.02,I
1078,0.01,4.02,0,0.01,I
1079,0.01,4.02,0,0.01,I
1080,0.01,4.02,0,0.01,I
1081,0.1,1,0,0.15,I
1082,0.01,4.02,0,0.01,I
1083,0.5,1,0,0.05,I
1084,0.5,1,0,0.05,I
1085,0.5,0.4,0,0.3,I
1086,0.01,10,0,0,I
1087,0.8,0,0,1,I
1088,0.8,0,0,1,I
1089,0.01,4.02,0,0.01,I
1090,0.05,2,0.05,0.05,I
1091,0.8,0,0,1,I
1092,0.8,0,0,1,I
1093,0.8,0,0,1,I
1094,0.8,0,0,1,I
1095,0.04,2.1,0,0.02,I
1096,0.04,2.1,0,0.02,I
1097,0.01,4.02,0,0.01,I
1098,0.1,1,0,0.15,I
1099,0.1,1,0,0.15,I
1100,0.1,1,0,0.15,I
1101,0.1,1,0,0.15,I
1102,0.1,1,0,0.15,I
1103,0.8,0,0,1,I
1104,0.5,1,0,0.05,I
1105,0.5,1,0,0.05,I
1106,0.5,0.4,0,0.3,I
1107,0.04,2.1,0,0.02,I
1108,0.8,0,0,1,I
1109,0.8,0,0,1,I
1110,0.8,0,0,1,I
1111,0.8,0,0,1,I
1112,0.8,0,0,1,I
1113,0.8,0,0,1,I
1114,0.04,2.1,0,0.02,I
1115,0.1,1,0,0.15,I
1116,0.1,1,0,0.15,I
1117,0.1,1,0,0.15,I
1118,0.1,1,0,0.15,I
1119,0.05,0.25,0,0.1,I
1120,0.8,0,0,1,I
1121,0.8,0,0,1,I
1122,0.8,0,0,1,I
1123,0.5,1,0,0.05,I
1124,0.5,1,0,0.05,I
1125,0.5,1,0,0.05,I
1126,0.04,2.1,0,0.02,I
1127,0.04,2.1,0,0.02,I
1128,0.04,2.1,0,0.02,I
1129,0.05,0.5,0,0.1,I
1130,0.8,0,0,1,I
1131,0.8,0,0,1,I
1132,0.8,0,0,1,I
1133,0.8,0,0,1,I
1134,0.05,0.5,0,0.1,I
1135,0.05,0.25,0,0.1,I
1136,0.1,1,0,0.15,I
1137,0.05,0.25,0,0.1,I
1138,0.05,0.25,0,0.1,I
1139,0.8,0,0,1,I
1140,0.5,1,0,0.05,I
1141,0.5,1,0,0.05,I
1142,0.03,1.5,0,0.02,I
1143,0.04,2.1,0,0.02,I
1144,0.04,2.1,0,0.02,I
1145,0.5,1,0,0.05,I
1146,0.5,1,0,0.05,I
1147,0.05,0.5,0,0.1,I
1148,0.8,0,0,1,I
1149,0,1,0,0,I
1150,0.8,0,0,1,I
1151,0.5,1,0,0.05,I
1152,0,1,0,0,I
1153,0.8,0,0,1,I
1154,0.8,0,0,1,I
1155,0.8,0,0,1,I
1156,0.8,0,0,1,I
1157,0.05,0.5,0,0.1,I
1158,0.05,0.5,0,0.1,I
1159,0.05,0.25,0,0.1,I
1160,0.8,0,0,1,I
1161,0.5,1,0,0.05,I
1162,0.5,1,0,0.05,I
1163,0.5,1,0,0.05,I
1164,0.5,1,0,0.05,I
1165,0,4.02,0.01,0.01,I
1166,0.05,0.5,0,0.1,I
1167,0.05,0.5,0,0.1,I
1168,0,1,0,0,I
1169,0.8,0,0,1,I
1170,0.8,0,0,1,I
1171,0.3,0.5,0,0.1,I
1172,0.2,2,0.01,0.02,I
1173,0.2,2,0.01,0.02,I
1174,0.8,0,0,1,I
1175,0.8,0,0,1,I
1176,0.8,0,0,1,I
1177,0.8,0,0,1,I
1178,0.8,0,0,1,I
1179,0.8,0,0,1,I
1180,0.05,0.5,0,0.1,I
1181,0.05,1,0,0.1,I
1182,0.05,1,0,0.1,I
1183,0.5,1,0,0.05,I
1184,0.05,0.5,0,0.1,I
1185,0,4.02,0.01,0.01,I
1186,0,4.02,0.01,0.01,I
1187,0.2,2,0.01,0.02,I
1188,0,4.02,0.01,0.01,I
1189,0.05,0.5,0,0.1,I
1190,0.05,0.5,0,0.1,I
1191,0.05,0.5,0,0.1,I
1192,0.8,0,0,1,I
1193,0.8,0,0,1,I
1194,0.2,0.5,0,0.1,I
1195,0.8,0,0,1,I
1196,0.8,0,0,1,I
1197,0.8,0,0,1,I
1198,0.8,0,0,1,I
1199,0.8,0,0,1,I
1200,0.8,0,0,1,I
1201,0.8,0,0,1,I
1202,0.05,2,0,0.05,I
1203,0.8,0,0,1,I
1204,0.8,0,0,1,I
1205,0.8,0,0,1,I
1206,0.05,0.5,0,0.1,I
1207,0.05,2,0,0.05,I
1208,0.05,2,0,0.05,I
1209,0,4.02,0.01,0.01,I
1210,0.02,4.02,0,0.01,I
1211,0,4.02,0.01,0.01,I
1212,0.02,4,0.1,0.01,I
1213,0,4.02,0.01,0.01,I
1214,0.2,0.5,0,0.1,I
1215,0.1,3,0.01,0.01,I
1216,0,4.02,0.01,0.01,I
1217,0.6,0.3,0.05,0.5,I
1218,0.6,0.3,0.05,0.5,I
1219,0.3,0.2,0,0.5,I
1220,0.2,0.5,0,0.1,I
1221,0.05,2,0,0.05,I
1222,0.05,2,0,0.05,I
1223,0.05,2,0,0.05,I
1224,0.8,0,0,1,I
1225,0.8,0,0,1,I
1226,0.8,0,0,1,I
1227,0.8,0,0,1,I
1228,0.05,2,0,0.05,I
1229,0.1,0.1,0,0.75,I
1230,0.02,4.02,0,0.01,I
1231,0.02,4.02,0,0.01,I
1232,0.02,4.02,0,0.01,I
1233,0.02,4.02,0,0.01,I
1234,0.02,4,0.1,0.01,I
1235,0.02,4,0.1,0.01,I
1236,0.02,4.02,0,0.01,I
1237,0.3,0.2,0,0.5,I
1238,0.02,10,0,0.01,I
1239,0.6,0.3,0.05,0.5,I
1240,0.6,0.3,0.05,0.5,I
1241,0.8,0,0,1,I
1242,0.05,2,0,0.05,I
1243,0.05,2,0,0.05,I
1244,0.05,2,0,0.05,I
1245,0.8,0,0,1,I
1246,0.1,0.1,0,0.75,I
1247,0.1,0.1,0,0.75,I
1248,0.01,0.1,0,0.75,I
1249,0.01,0.1,0,0.75,I
1250,0.01,0.1,0,0.75,I
1251,0.05,2,0,0.05,I
1252,0.1,0.1,0,0.75,I
1253,0.02,4.02,0,0.01,I
1254,0.02,4.02,0,0.01,I
1255,0.02,3,0.01,0.01,I
1256,0.02,3,0.01,0.01,I
1257,0.8,0,0,1,I
1258,0.02,3,0.01,0.01,I
1259,0.8,0,0,1,I
1260,0.8,0,0,1,I
1261,0.8,0,0,1,I
1262,0.05,2,0,0.1,I
1263,0.05,2,0,0.1,I
1264,0.1,0.1,0,0.75,I
1265,0.1,0.1,0,0.75,I
1266,0.1,0.1,0,0.75,I
1267,0.05,0.1,0,0.75,I
1268,0.01,0.1,0,0.75,I
1269,0.01,0.1,0,0.75,I
1270,0.01,0.1,0,0.75,I
1271,0.01,0.1,0,0.75,I
1272,0.05,2,0,0.1,I
1273,0.05,0.1,0,0.75,I
1274,0.05,0.1,0,0.75,I
1275,0.1,0.1,0,0.75,I
1276,0.05,2,0,0.1,I
1277,0.05,2,0,0.1,I
1278,0.05,2,0,0.1,I
1279,0.02,3,0.01,0.01,I
1280,0.02,3,0,0.01,I
1281,0.02,3,0.01,0.01,I
1282,0.02,5,0,0.01,I
1283,0.02,5,0,0.01,I
1284,0.02,3,0,0.01,I
1285,0.8,0,0,1,I
1286,0.8,0,0,1,I
1287,0.8,0,0,1,I
1288,0.8,0,0,1,I
1289,0.8,0,0,1,I
1290,0.8,0,0,1,I
1291,0.05,2,0,0.1,I
1292,0.1,0.1,0,0.75,I
1293,0.05,0.1,0,0.75,I
1294,0.05,0.1,0,0.75,I
1295,0.05,0.1,0,0.75,I
1296,0.01,0.1,0,0.75,I
1297,0.01,0.1,0,0.75,I
1298,0.01,0.1,0,0.75,I
1299,0.01,0.1,0,0.75,I
1300,0.01,0.1,0,0.75,I
1301,0.01,0.1,0,0.75,I
1302,0.01,0.1,0,0.75,I
1303,0.05,0.1,0,0.75,I
1304,0.05,0.1,0,0.75,I
1305,0.05,2,0,0.1,I
1306,0.05,2,0,0.1,I
1307,0.05,2,0,0.1,I
1308,0.05,0.1,0,0.75,I
1309,0.05,0.1,0,0.75,I
1310,0.05,2,0,0.1,I
1311,0.05,2,0,0.1,I
1312,0.02,3,0,0.01,I
1313,0.02,3,0,0.01,I
1314,0.02,3,0,0.01,I
1315,0.02,5,0,0.01,I
1316,0.02,3,0,0.01,I
1317,0.02,3,0,0.01,I
1318,0.8,0,0,1,I
1319,0.8,0,0,1,I
1320,0.8,0,0,1,I
1321,0.8,0,0,1,I
1322,0.8,0,0,1,I
1323,0.8,0,0,1,I
1324,0.05,0.1,0,0.75,I
1325,0.05,0.1,0,0.75,I
1326,0.2,0.1,0,0.75,I
1327,0.2,0.1,0,0.75,I
1328,0.2,0.1,0,0.75,I
1329,0.2,0.1,0,0.75,I
1330,0.2,0.1,0,0.75,I
1331,0.01,0.1,0,0.75,I
1332,0.01,0.1,0,0.75,I
1333,0.01,0.1,0,0.75,I
1334,0.01,0.1,0,0.75,I
1335,0.01,0.1,0,0.75,I
1336,0.01,0.1,0,0.75,I
1337,0.05,0.1,0,0.75,I
1338,0.05,2,0,0.1,I
1339,0.2,0.1,0,0.75,I
1340,0.02,3,0,0.01,I
1341,0.2,0.1,0,0.75,I
1342,0.02,3,0,0.01,I
1343,0.02,3,0,0.01,I
1344,0.01,4,0,0.01,I
1345,0.01,4,0,0.01,I
1346,0.01,4,0,0.01,I
1347,0.8,0,0,1,I
1348,0.02,5,0,0.01,I
1349,0.01,4,0,0.01,I
1350,0.8,0,0,1,I
1351,0.8,0,0,1,I
1352,0.8,0,0,1,I
1353,0.8,0,0,1,I
1354,0.8,0,0,1,I
1355,0.2,0.1,0,0.75,I
1356,0.2,0.1,0,0.75,I
1357,0.2,0.1,0,0.75,I
1358,0.2,0.1,0,0.75,I
1359,0.2,0.1,0,0.75,I
1360,0.2,0.1,0,0.75,I
1361,0.2,0.1,0,0.75,I
1362,0.2,0.1,0,0.75,I
1363,0.15,0.5,0,0.25,I
1364,0.15,0.5,0,0.25,I
1365,0.15,0.5,0,0.25,I
1366,0.05,0.5,0.05,0.25,I
1367,0.05,0.5,0.05,0.25,I
1368,0.05,0.5,0.05,0.25,I
1369,0.05,0.5,0.05,0.25,I
1370,0.2,0.1,0,0.75,I
1371,0.2,0.1,0,0.75,I
1372,0.2,0.1,0,0.75,I
1373,0.2,0.31,0,0.3,I
1374,0.2,0.31,0,0.3,I
1375,0.01,4,0,0.01,I
1376,0.02,5,0,0.01,I
1377,0.8,0,0,1,I
1378,0.01,4,0,0.01,I
1379,0.01,4,0,0.01,I
1380,0.8,0,0,1,I
1381,0.01,4,0,0.01,I
1382,0.8,0,0,1,I
1383,0.8,0,0,1,I
1384,0.8,0,0,1,I
1385,0.8,0,0,1,I
1386,0.8,0,0,1,I
1387,0.8,0,0,1,I
1388,0.2,0.1,0,0.75,I
1389,0.2,0.1,0,0.75,I
1390,0.2,0.1,0,0.75,I
1391,0.2,0.31,0,0.3,I
1392,0.2,0.31,0,0.3,I
1393,0.2,0.31,0,0.3,I
1394,0.2,0.31,0,0.3,I
1395,0.15,0.5,0,0.25,I
1396,0.15,0.5,0,0.25,I
1397,0.15,0.5,0,0.25,I
1398,0.05,0.5,0.05,0.25,I
1399,0.15,0.5,0,0.25,I
1400,0.15,0.5,0,0.25,I
1401,0.05,0.5,0.05,0.25,I
1402,0.05,0.5,0.05,0.25,I
1403,0.05,0.5,0.05,0.25,I
1404,0.2,0.31,0,0.3,I
1405,0.2,0.31,0,0.3,I
1406,0.04,2.1,0,0.02,I
1407,0.04,2.1,0,0.02,I
1408,0.1,0.95,0,0.05,I
1409,0.8,0,0,1,I
1410,0.02,5,0,0.01,I
1411,0.01,4,0,0.01,I
1412,0.01,4,0,0.01,I
1413,0.1,0.95,0,0.05,I
1414,0.1,0.95,0,0.05,I
1415,0.8,0,0,1,I
1416,0.04,10,0.05,0,I
1417,0.01,4,0,0.01,I
1418,0.8,0,0,1,I
1419,0.8,0,0,1,I
1420,0.8,0,0,1,I
1421,0.8,0,0,1,I
1422,0.8,0,0,1,I
1423,0.8,0,0,1,I
1424,0.2,0.31,0,0.3,I
1425,0.2,0.31,0,0.3,I
1426,0.2,0.31,0,0.3,I
1427,0.15,0.5,0,0.25,I
1428,0.1,0.5,0,0.25,I
1429,0.05,0.5,0.05,0.25,I
1430,0.1,0.5,0,0.25,I
1431,0.1,0.5,0,0.25,I
1432,0.1,0.5,0,0.25,I
1433,0.05,0.5,0.05,0.25,I
1434,0.05,0.5,0.05,0.25,I
1435,0.05,0.5,0.05,0.25,I
1436,0.05,0.5,0.05,0.25,I
1437,0.05,0.5,0.05,0.25,I
1438,0.05,0.5,0.05,0.25,I
1439,0.1,0.95,0,0.05,I
1440,0.1,0.5,0,0.25,I
1441,0.04,10,0.05,0,I
1442,0.04,10,0.05,0,I
1443,0.05,2.1,0,0.02,I
1444,0.01,4,0,0.01,I
1445,0.03,2.1,0,0.02,I
1446,0.1,0.95,0,0.05,I
1447,0.1,0.95,0,0.05,I
1448,0.04,10,0.05,0,I
1449,0.04,10,0.05,0,I
1450,0.8,0,0,1,I
1451,0.8,0,0,1,I
1452,0.02,5,0.02,0.01,I
1453,0.02,5,0.02,0.01,I
1454,0.8,0,0,1,I
1455,0.8,0,0,1,I
1456,0.8,0,0,1,I
1457,0.1,0.5,0,0.25,I
1458,0.1,0.5,0,0.25,I
1459,0.1,0.5,0,0.25,I
1460,0.1,0.5,0,0.25,I
1461,0.1,0.5,0,0.25,I
1462,0.05,0.5,0.05,0.25,I
1463,0.05,0.5,0.05,0.25,I
1464,0.05,0.5,0.05,0.25,I
1465,0.05,0.5,0.05,0.25,I
1466,0.05,0.5,0.05,0.25,I
1467,0.05,0.5,0.05,0.25,I
1468,0.04,10,0.05,0,I
1469,0.03,2.1,0,0.02,I
1470,0.03,2.1,0,0.02,I
1471,0.03,2.1,0,0.02,I
1472,0.1,0.95,0,0.05,I
1473,0.1,0.95,0,0.05,I
1474,0.1,0.95,0,0.05,I
1475,0.1,0.95,0,0.05,I
1476,0.1,0.5,0,0.25,I
1477,0.02,5,0.02,0.01,I
1478,0.02,5,0.02,0.01,I
1479,0.8,0,0,1,I
1480,0.02,10,0,0,I
1481,0.02,10,0,0,I
1482,0.02,5,0.02,0.01,I
1483,0.8,0,0,1,I
1484,0.8,0,0,1,I
1485,0.8,0,0,1,I
1486,0.8,0,0,1,I
1487,0.1,0.95,0,0.05,I
1488,0.1,0.95,0,0.05,I
1489,0.1,0.75,0,0.25,I
1490,0.1,0.75,0,0.25,I
1491,0.1,0.75,0,0.25,I
1492,0.1,0.75,0,0.25,I
1493,0.1,0.75,0,0.25,I
1494,0.05,0.5,0.05,0.25,I
1495,0.1,0.75,0,0.25,I
1496,0.1,0.75,0,0.25,I
1497,0.05,0.5,0.05,0.25,I
1498,0.05,0.5,0.05,0.25,I
1499,0.1,0.75,0,0.25,I
1500,0.1,0.75,0,0.25,I
1501,0.02,5,0.02,0.01,I
1502,0.03,2.1,0,0.02,I
1503,0.05,1,0,0.05,I
1504,0.1,0.95,0,0.05,I
1505,0.1,0.75,0,0.25,I
1506,0.1,0.95,0,0.05,I
1507,0.02,5,0.02,0.01,I
1508,0.05,2.1,0,0.02,I
1509,0.8,0,0,1,I
1510,0.02,10,0,0,I
1511,0.02,10,0,0,I
1512,0.02,10,0,0,I
